cfs_run,year,month,sup_evap,sup_pcp,sup_rnoff,eri_evap,eri_pcp,eri_rnoff,ont_evap,ont_pcp,ont_rnoff,mih_evap,mih_pcp,mih_rnoff,sup_cnbs,eri_cnbs,ont_cnbs,mih_cnbs,seconds
2024042600,2025,2,2427.848599213154,611.4339910548078,853.8080716610676,270.4752963380036,746.1009878135853,1063.996021720441,515.6613695231392,599.8196218353116,1205.613821464319,1544.0346011653985,940.8187263879422,1332.1671430112563,-962.6065364972782,1539.6217131960223,1289.7720737764914,728.9512682338003,2419200
2024042606,2025,2,2346.3366314741374,837.4935130151105,932.16572143935,284.5522266682078,693.5688638615682,1074.385692091339,514.9822286101445,496.7631944502836,1176.5313486013763,1483.925158469658,1184.5770687011957,1503.8641842356162,-576.6773970196767,1483.4023292846994,1158.3123144415154,1204.5160944671538,2419200
2024042612,2025,2,2934.0776976817133,825.1577231288132,775.6012855176617,252.90877644976186,1008.6542632624629,1499.0837645169845,600.0087714023273,954.6142253765732,1533.9780209089095,1709.5593575056553,1617.0437540854277,1337.4789661086186,-1333.318689035238,2254.8292513296856,1888.5834748831553,1244.963362688391,2419200
2024042618,2025,2,2099.9234433919946,978.3190964189064,806.2028324065681,102.6376691113303,477.7385606207683,603.9316299254938,513.605881222921,365.28522710790565,826.103926469867,1279.8598444487523,914.7072057336786,1128.0991248878695,-315.4015145665199,979.0325214349317,677.7832723548519,762.9464861727959,2419200
2024042700,2025,2,2426.304265976472,1347.8520415608773,1065.2640966508866,280.2467951511398,1146.7800116707058,1933.9324304399254,489.2616259044337,913.7405663151262,1798.2987046850867,1335.9267704237545,2435.2726231730376,1974.9390528243791,-13.188127764708018,2800.4656469594906,2222.7776450957795,3074.2849055736624,2419200
2024042706,2025,2,2670.1515534287137,1205.9076928455004,875.5059500834407,310.71468806574717,553.5365795121108,738.9114846157445,649.3336297085857,545.9753910185628,1147.2345356907183,1751.833107758,1303.1284085904967,1333.2512421214187,-588.7379104997725,981.7333760621083,1043.8762970006956,884.5465429539154,2419200
2024042712,2025,2,2254.6913623038877,1004.2660143162874,980.8342551107415,300.8871908317254,417.1830949922596,559.5066745674885,557.6829621392046,306.74759234278076,886.5423992927734,1551.7143044803188,773.7621085570064,1323.8354618813974,-269.59109287685874,675.8025787280228,635.6070294963496,545.8832659580846,2419200
2024042718,2025,2,2115.4285931749237,999.3367893113044,1038.464994554841,326.30158936477113,354.0350115617346,609.59484002302,472.8615451302271,285.92751978737704,926.8698365310009,1396.1601381477224,895.1099921986746,1386.2884208784465,-77.62680930877839,637.3282622199835,739.9358111881509,885.2382749293993,2419200
2024042800,2025,2,2374.483379518825,858.7005777313981,958.7725002298691,301.828872997235,343.31497025517217,508.3158893543105,571.4798483186938,291.48880262524654,785.3216084343165,1538.2714459859933,790.8605864871901,1276.4254408612383,-557.0103015575579,549.8019866122478,505.3305627408692,529.0145813624351,2419200
2024042806,2025,2,2588.489300314435,1561.4128648875708,810.6579328396598,267.71984558764626,553.168423231577,859.6822670430514,608.9869533728706,531.364837272823,1223.4304283945628,1607.3966637087424,1588.05829961124,1396.637969193951,-216.41850258720405,1145.130844686982,1145.8083122945154,1377.2996050964484,2419200
2024042812,2025,2,2128.28173268572,1148.4433810019248,986.4722973933209,258.96792353884456,1049.9671725108567,1801.8981255791045,462.6137921600781,606.7172187697895,1474.5536299226933,1334.9574593765956,1294.1058349825732,1774.0799766558837,6.6339457095263485,2592.8973745511166,1618.657056532405,1733.2283522618613,2419200
2024042818,2025,2,2522.040305553783,1306.5586636165353,843.6882558224027,206.52844330055555,757.6514739389181,1259.1773656658363,530.7990305212079,562.3870580497277,1280.1704611957055,1483.8453481981246,1397.1393342823876,1470.6732747210729,-371.7933861148447,1810.3003963041992,1311.7584887242251,1383.9672608053356,2419200
2024042900,2025,2,2464.3600608600013,1164.7398445770546,919.5023062396647,297.5163036995496,421.8326669519438,683.4002161515871,597.535052940425,370.4356338882754,942.4617347330667,1575.5782164209004,1212.0211254041822,1371.0678920160426,-380.11791004328234,807.7165794039811,715.3623156809172,1007.5108009993246,2419200
2024042906,2025,2,2291.519031601922,725.6475910612429,930.3405738288793,332.00725552561033,698.3450086616148,1036.2224153640745,491.0838931956769,507.050020097454,1212.6436015956765,1521.1006232723512,885.8282041487216,1369.3322837370722,-635.5308667117995,1402.5601685000788,1228.6097284974537,734.0598646134426,2419200
2024042912,2025,2,2435.087021621271,1277.6168493948135,984.3023203207907,349.51008134529627,1064.2000319182582,1788.1925789388383,493.8555663438235,852.4611797820947,1662.6639826500912,1502.541379848106,1410.484532753595,1612.4314734048676,-173.16785190566708,2502.8825295118004,2021.2695960883623,1520.3746263103565,2419200
2024042918,2025,2,2325.751554850497,1501.9596488687437,1079.028321466431,396.9331761566638,346.45805571683144,546.9200332924734,541.8043306941903,296.2853592296562,990.4462365077543,1575.9095121341177,1198.0393848211183,1435.0563867779997,255.23641548467742,496.444912852641,744.9272650432201,1057.1862594650006,2419200
2024043000,2025,2,2378.4496578388284,1379.759007525677,753.6856274400583,114.26153059417047,886.8021539377526,1375.016114677331,537.1983250382074,725.6498906638084,1402.0520788325744,1384.7323955514482,1504.5169821370343,1341.584566750083,-245.00502287309266,2147.5567380209127,1590.5036444581751,1461.3691533356691,2419200
2024043006,2025,2,2373.0683264012137,885.3945504190407,883.0193906159606,288.9639882741462,324.96808827502946,410.4097501588901,578.5234402731807,322.7687038981974,729.8734313284846,1546.0913167832016,598.2745091189788,1075.5925386781566,-604.6543853662125,446.4138501597735,474.11869495350146,127.77573101393394,2419200
