cfs_run,year,month,sup_evap,sup_pcp,sup_rnoff,eri_evap,eri_pcp,eri_rnoff,ont_evap,ont_pcp,ont_rnoff,mih_evap,mih_pcp,mih_rnoff,sup_cnbs,eri_cnbs,ont_cnbs,mih_cnbs
2024052700,2025,3,75.80624297192679,32.200127415484154,34.02001047472768,48.94504223053587,44.11192825328201,74.80725447037165,74.97721464646234,49.79059625028058,145.23937260304206,68.38739629498875,41.08662429555222,60.849246513386184,-9.586105081714962,69.97414049311777,120.05275420686029,33.54847451394966
2024052706,2025,3,68.27851231691787,38.93972868239611,34.52317065974607,47.16419224862776,78.9771276814823,130.0891063792952,62.95977796937627,82.53090962665605,201.63209896739514,61.4939891385011,41.5831829325282,67.12067594736573,5.184387025224311,161.90204181214975,221.20323062467492,47.20986974139283
2024052712,2025,3,81.0464690329037,59.006095489496126,40.14951891540169,70.82855509994829,76.03137487342805,116.00467636817616,85.85971557367046,70.7216650394482,193.7007847720943,77.66884794079945,68.30735458356946,82.94476227595491,18.109145371994117,121.20749614165592,178.56273423787204,73.58326891872494
2024052718,2025,3,78.32657396881986,27.941135972798882,29.05075992951746,36.47274709513244,49.88454890577594,78.93664886725912,75.14807216731408,54.85223170888658,140.94607855438858,68.93006703060594,35.34369064861286,53.09348386999677,-21.334678066503514,92.34845067790263,120.65023809596106,19.507107488003683
2024052800,2025,3,71.27725069468899,32.02364927900753,32.86759801446733,44.81185191986144,72.87549448755021,127.87426596027896,68.33794993396234,78.50789364176906,184.34201528728394,57.523238692002,63.21173555781747,72.27600675258509,-6.386003401214126,155.93790852796775,194.51195899509068,77.96450361840056
2024052806,2025,3,66.89716522736991,41.89832877690433,47.86346446450047,67.39444605800648,111.123018357652,174.5668045069663,64.96300283403153,98.49116383775376,223.3903346499461,57.807571509375364,84.46549832405911,96.82875424854407,22.864628014034892,218.2953768066118,256.9184956536684,123.4866810632278
2024052812,2025,3,71.57884751280062,25.895098545587317,33.73183656298674,49.16341000813825,54.96945941841672,85.61506422208053,69.76882800762934,56.44859887770434,157.89175080410257,65.8936431835656,32.47815048468145,60.19892066546948,-11.951912404226562,91.42111363235901,144.57152167417757,26.783427966585336
2024052818,2025,3,71.34681627118933,46.062324863986376,38.16608846595447,55.442087665263024,82.85574834802092,138.3367472347811,63.37682382799738,94.6950851579759,208.29781434365464,56.933606352585976,70.97485050021777,77.25054393126909,12.881597058751524,165.75040791753898,239.61607567363313,91.29178807890088
2024052900,2025,3,75.5189186992493,46.49785592818629,36.84919815879222,58.76129058296648,67.07682085797147,108.38320346170343,69.13041609916871,74.61506269537166,180.50703671961458,64.9875377518725,58.102759727195426,71.77406307151811,7.828135387729219,116.69873373670843,185.9916833158175,64.88928504684104
2024052906,2025,3,86.37279251192155,43.490966784972926,35.22977689209442,58.281692604799034,55.21507774369584,89.05762355393894,82.89697465615482,61.48131414589536,166.80705229136964,75.3725662265962,62.67382867871131,71.33320284923423,-7.652048834854199,85.99100869283576,145.3913917811102,58.63446530134934
2024052912,2025,3,81.28118952888504,16.606315540845223,32.06907217740526,51.079682989566216,86.57552028488624,139.36853072355032,78.50449368522558,74.24961038067181,169.71138985132137,71.0263830536768,48.14881684005972,67.3719093497538,-32.60580181063455,174.86436801887035,165.4565065467676,44.494343136136735
2024052918,2025,3,81.01814437612697,22.5493808000272,31.145172231144024,51.845734787014536,93.51058215698914,153.07946678475423,78.29623666025223,99.24540016224748,200.33316496294748,69.08829681109471,51.5693516338044,67.71833228855117,-27.323591344955744,194.74431415472884,221.28232846494268,50.19938711126086
2024053000,2025,3,69.63741115654602,66.21182260849193,42.99639621889304,55.40344789191596,102.00778172109509,166.1973132397187,65.25652628521453,89.00721197538971,232.08360546557418,59.419471280714944,101.82998022235606,98.33169951398826,39.570807670838946,212.8016470688978,255.83429115574933,140.74220845562934
2024053006,2025,3,57.794167080108785,35.645833909005695,43.76750705614688,55.86805994488056,38.624379377634256,62.055848238812175,60.170849182583076,41.46598942589614,144.7642275181382,53.46464328570763,45.82185589249863,67.2041467447209,21.619173885043786,44.812167671565874,126.05936776145126,59.5613593515119
2024053012,2025,3,69.16273232298451,17.03123194012869,35.53100763040995,51.34941538378864,30.946794609048858,53.75643869293837,66.48231437048351,34.25763828218504,119.77245826399053,62.74111488125418,16.392577851643104,54.518138928820036,-16.600492752445867,33.35381791819859,87.54778217569206,8.169601899208956
2024053018,2025,3,87.22921922094797,32.942779296089654,27.20569494281623,41.47690563412988,59.71564248814424,85.50508423401274,90.8717171041306,81.88126652852827,162.21155504880107,75.05083091615654,53.91663374505207,54.89058808949533,-27.080744982042084,103.74382108802712,153.22110447319875,33.75639091839085
2024053100,2025,3,66.94198067406427,42.22346106611369,35.45306128662718,50.21237564845023,67.88784331737718,109.91805644423422,65.79543864766384,70.34311117890107,187.74148839479048,63.61005276361624,43.79105183474241,66.5878714035178,10.734541678676607,127.59352411316115,192.2891609260277,46.76887047464396
2024053106,2025,3,75.83813577976247,22.849404705426274,32.460745236106234,38.7587520268799,78.24332539114559,128.08508693090897,74.64150121054615,55.367289933461706,155.1879252976377,64.86170421662925,48.88882078373486,69.07693931403114,-20.52798583822996,167.56966029517466,135.91371402055324,53.104055881136745
2024053112,2025,3,80.96848649610554,25.256910325778126,41.57141211266057,63.82319826381379,96.22689849429703,155.0951529728855,73.28582253801355,69.49155149740895,183.9057269514785,70.36262007796006,50.86022090139232,81.57846560497362,-14.140164057666851,187.49885320336872,180.1114559108739,62.07606642840588
2024053118,2025,3,73.3221631316125,28.24852272147963,36.69422729826774,51.24630942383469,61.81819591366893,103.55910384763571,69.35394387151533,63.51703267649086,171.64002533927174,64.11801324465367,49.27672607954034,70.2296076346421,-8.379413111865134,114.13099033746995,165.80311414424727,55.388320469528765
2024060100,2025,3,85.61551872015367,31.87240388291471,31.772579273808116,49.33984326141481,85.15000158747117,138.53761331404766,80.68435564465275,81.37964920010087,189.45286828496774,74.6689510621097,49.530077552855715,67.1272989764358,-21.970535563430843,174.347771640104,190.14816184041584,41.98842546718181
2024060106,2025,3,83.92030501351456,38.40521259127691,33.18566650784782,48.964282877208355,85.80720558269391,147.39717186459703,75.44181803163463,89.83298744456135,205.90343712180743,66.08581982826136,76.93794065177812,76.39585624171569,-12.329425914389844,184.2400945700826,220.29460653473416,87.24797706523243
2024060112,2025,3,60.986951713053195,32.76811431345111,42.12957228118248,56.84818454222594,42.11133424996029,63.2994536771602,59.456151237787275,37.39582815132057,144.5461274318392,58.70584768111139,20.982525258860313,61.09104903605113,13.910734881580403,48.562603384894544,122.48580434537249,23.36772661380006
2024060118,2025,3,69.3494633499904,75.7469571916254,43.82272623414266,67.99315639453643,97.51342249284076,155.94422728388167,71.53668157390086,87.0759589202561,231.101712497395,63.35013357313492,106.56950696914608,99.60097524707739,50.22022007577766,185.464493382186,246.64098984375022,142.82034864308855
2024060200,2025,3,90.37063786526107,30.34203753033587,32.37805978023651,51.67697501998078,99.78223543365519,160.70438280022665,80.75218295927138,112.58917838633329,215.57155919429823,71.2780328842258,80.89149450640612,72.67619906857392,-27.65054055468869,208.80964321390104,247.40855462136014,82.28966069075425
2024060206,2025,3,86.06295109195595,33.60805564846632,31.994491404325988,44.21978543190677,57.12236173230329,100.63128033790004,81.19188100390285,55.116979010930265,153.18640378998123,71.13687594804313,57.833871100159726,66.26089617069513,-20.46040403916365,113.53385663829657,127.11150179700864,52.95789132281173
2024060212,2025,3,80.61860283378617,61.47344445553468,41.246448007240524,61.295312569018876,91.00537555379921,151.3194321305339,74.75553121224378,85.20704466028847,220.65031132041872,70.7783198247119,74.7396674595445,85.60473522071545,22.101289628989036,181.02949511531423,231.10182476846342,89.56608285554807
