cfs_run,forecast_year,forecast_month,eri_lake,eri_land,ont_lake,ont_land,mih_lake,mih_land,sup_lake,sup_land
2024010100,2024,01,65.85182597899293,55.80828399340351,79.62581105768216,87.27033159524461,51.50931273969701,52.37095026861508,55.424952599134755,53.72175692766071
2024010100,2024,02,70.21050936557359,67.41981503175944,64.1895128684855,61.894027570864964,40.19496464196785,42.745939796670335,56.22452839600836,55.22362552372567
2024010100,2024,03,117.63369532814981,113.78109368906891,105.25520968690914,121.73952266569033,96.23915178800858,100.6554882724149,83.98025891173216,85.51405004698451
2024010100,2024,04,70.3387056775713,81.12060542703927,60.78442645063164,72.55548673193601,63.17470806188527,68.49467551835912,42.99576452008902,51.72764702966791
2024010100,2024,05,102.78153929342791,94.16383855017558,105.9128593723999,102.43330447811189,96.04204714914444,105.19250311086803,91.44887128770804,112.4196434150583
2024010100,2024,06,122.05693295804846,126.34806621993819,97.3956557661239,107.37402093352519,94.89424147866002,104.61341088708637,51.426702051564476,61.847827983137826
2024010100,2024,07,137.72734879447694,128.63761028038513,118.28887734965429,124.62838956004566,67.88265263600597,78.65485476879968,32.52704683164565,60.21186954752741
2024010100,2024,08,81.3179959530172,72.91905960906823,85.58073457915135,90.86535617433115,94.9797692295155,97.87225484092079,78.10240956215036,84.85011421085785
2024010100,2024,09,57.517924444102455,72.95865938323854,58.066366495564694,50.64357628925864,45.48366128684678,49.89821519472557,71.2662128248443,63.09902382739732
2024010100,2024,10,48.026636861213554,49.59811713457884,48.86577111183973,54.02241165714695,83.34145726180529,83.50030287438138,93.03882060193888,108.57212074795099
2024010106,2024,01,105.18846838814808,89.8317228054211,120.30571371938879,124.96468011536983,96.21029782211251,90.65498760238029,69.59247417811913,57.80786024793669
2024010106,2024,02,87.35869613878877,78.05536359003837,68.85392712659021,82.1681224293563,62.47491923553419,57.15950636943729,53.5286915725948,46.33267518383786
2024010106,2024,03,150.97170755485342,151.3199233570858,132.58584818981592,135.60660944272152,83.84292103163756,88.26279957993847,80.29510387767009,77.30704570034878
2024010106,2024,04,139.06341202680764,146.68727952107037,103.65188207396115,114.50466742379679,108.2352135248438,117.247905363761,80.91034143803422,82.04113853948259
2024010106,2024,05,204.97171755213319,220.52180945178074,171.01625421250148,164.58698209202322,184.72486579092555,192.00674083604108,87.92843963132421,85.04916013916667
2024010106,2024,06,141.2354427794097,130.58742251743212,173.11332267156303,173.21250467383737,153.09088827007585,153.2656879431634,144.39737854435293,144.29659500735934
2024010106,2024,07,51.17550627727015,64.47898854225404,50.34618145295613,62.015050623142834,84.11091473597922,97.54572762769955,99.29233278765629,114.28068425140434
2024010106,2024,08,26.950856689098682,34.88086875901717,38.86433749834973,49.434049301317856,84.42543659396318,88.38373350956539,120.75278307988502,115.03302073953935
2024010106,2024,09,69.91041680198401,79.80579340170506,80.96809718891578,92.37924558576873,135.21655387138185,136.07191475305362,170.7563524404402,166.4156890519418
2024010106,2024,10,61.80906742043376,49.0729312005177,75.36815172643259,78.21742679401878,39.037199764671435,41.655243008950535,52.91249104700944,56.77567963591975
2024010112,2024,01,102.32677926355024,79.01504453702587,112.84306817699539,123.76266283826587,54.49479068191791,53.35023893890919,44.74478063490067,38.81676485082007
2024010112,2024,02,79.18710561769905,82.05038389686423,87.01076384722843,84.65483434135884,93.00584449787004,87.91734066127395,68.64030541981684,56.63232145990823
2024010112,2024,03,74.0995946398846,77.15402331722629,79.41308075559306,82.73470834768922,89.84689543433474,90.17554107422556,72.94341045669843,75.53717402966224
2024010112,2024,04,127.2546532637331,131.91259250402192,98.11478690379195,115.19618607968114,116.29530803260094,116.80760648010853,74.76441744243105,80.08037948850382
2024010112,2024,05,102.66228159177662,103.41513641284473,98.41318727054714,97.61864309870899,92.75397566596024,103.47077322426966,109.84785831690597,124.4528375296711
2024010112,2024,06,137.35576469426329,150.45353510987317,115.16818440248727,122.35091010875153,103.80943075567167,115.00314736212879,73.79678312190019,89.03451486113602
2024010112,2024,07,180.1591237445521,167.0206909888427,161.4421190934219,160.6093340685243,124.70360940852211,129.22691518742823,69.54543806983108,93.4813402199533
2024010112,2024,08,74.11301812147066,86.25143353100731,43.0625514914927,61.78233573771667,51.476066517237435,60.46985932872405,53.71387657248571,67.49479717009491
2024010112,2024,09,76.65441593363123,72.53319877668083,74.15383681547614,71.06635172238941,91.28199450063596,97.25288761128327,119.92399325087882,114.24578648535996
2024010112,2024,10,81.14130252772668,72.04278672516413,56.60429571467958,59.108664492505156,49.60357975251347,57.82970002057505,58.848878662927376,61.61617962340687
2024010118,2024,01,117.65359026835576,98.96730913620411,125.59757974002275,130.89630522845823,72.32641499838824,70.86757429879752,54.28369440355774,50.01222672629072
2024010118,2024,02,77.28459192771948,70.19166216410763,102.79750262042396,100.89640621554108,76.45962355664778,71.30814349208407,60.216494200987505,53.34000059586127
2024010118,2024,03,91.90153232533963,95.72088214193893,80.35823738973752,87.58509532656288,78.18097320442364,75.67484030796383,72.1332513170522,64.84409242937537
2024010118,2024,04,98.09070409411541,119.18454217848124,75.03037565575345,88.45508243532522,104.92793915306125,104.58386220183878,41.08851748359173,60.34150946497289
2024010118,2024,05,33.239602888240064,45.06332503287733,52.31931652629324,69.91069973739359,30.136689219918946,36.31004048490613,47.26057878686956,48.63820266086523
2024010118,2024,06,152.90240424241247,140.09101235240738,122.46257766175488,132.42675323997244,143.40519922842273,152.9604402522401,115.20816966079845,98.70663910557344
2024010118,2024,07,67.42495956369183,86.38704577386008,75.4192689987654,82.38503185839876,75.90821947324055,92.87534737219642,69.80114211644886,83.49552452355258
