cfs_run,year,month,sup_evap,sup_pcp,sup_rnoff,eri_evap,eri_pcp,eri_rnoff,ont_evap,ont_pcp,ont_rnoff,mih_evap,mih_pcp,mih_rnoff,sup_cnbs,eri_cnbs,ont_cnbs,mih_cnbs
2024052700,2025,3,98.46633705338559,46.33704241909331,34.15570705673393,79.91270317887984,61.99713349753175,77.05215995111087,93.57535600771217,66.12686669188625,139.8644699209271,90.56471294388565,54.85979093619809,60.619257322087854,-17.973587577558348,59.13659026976279,112.41598060510117,24.91433531440029
2024052706,2025,3,63.86024400138173,36.734251568798186,30.859133967231372,32.01434906710096,77.30622668045619,129.4410954244499,57.41916354332084,72.75955406360585,175.33267835031106,50.02174207343195,53.27265813749554,64.10568186874092,3.733141534647828,174.73297303780515,190.67306887059607,67.3565979328045
2024052712,2025,3,111.6550375219359,53.554046722731236,38.643881944013614,92.97329162601585,83.54713647357757,100.68701244811312,98.45960183213143,90.40148984835378,171.8460743338067,99.03772576423344,73.78122849691839,69.61226846960956,-19.457108855191052,91.26085729567484,163.78796235002906,44.355771202294505
2024052718,2025,3,103.12924905075403,40.084623300215625,32.30306368192908,71.61937992429037,60.532993150545664,69.01520843801477,94.47052927338062,64.84083417859101,134.76644372265838,91.10777788383163,46.80542941721954,54.546986062381976,-30.741562068609312,57.92882166427006,105.13674862786878,10.244637595769888
2024052800,2025,3,79.96181562391327,43.731710743932524,31.25057803606636,46.14788914344564,74.30452450777075,119.64472915734727,68.31413019758357,77.20598616272352,169.79173499893233,58.497746473462634,60.70226972101681,65.07205982758785,-4.979526843914385,147.80136452167238,178.68359096407227,67.27658307514204
2024052806,2025,3,85.9132430366346,56.528459199758366,42.66385902347104,80.26061126459324,100.36073920140602,145.34390273839034,76.96907599953866,97.52732512084093,197.17197761669362,75.15576934127802,83.68006619547967,80.01261662427319,13.27907518659481,165.44403067520312,217.73022673799588,88.53691347847484
2024052812,2025,3,82.90222794040524,36.106427881579535,31.003047227832475,55.16976578946428,60.474626018555966,76.8644353465521,76.77150332936382,59.83037049687062,142.12284974206563,73.02971413107677,42.5399603979951,53.97835512927997,-15.792752830993223,82.1692955756438,125.18171690957242,23.48860139619829
2024052818,2025,3,75.2587076205547,49.782016429059055,33.60403955776304,42.62837205909117,82.74261200007139,132.20136163418022,62.312393760743404,88.01068452245607,187.28845552594626,54.728404817419715,68.72844553996836,72.21382864540786,8.127348366267398,172.31560157516046,212.98674628765895,86.2138693679565
2024052900,2025,3,77.2236200817645,44.63580323663298,31.666007648334872,50.57149343982368,69.61631498956794,105.57876487721762,65.12008065707838,72.12970191929905,161.25786607586406,60.09632999166554,58.666051384912485,59.629309169122706,-0.9218091967966444,124.62358642696188,168.26748733808475,58.19903056236966
2024052906,2025,3,113.55681240958403,56.51234666028449,39.27326260370909,103.71443229044797,71.48995038793409,83.5897829789386,103.97055243257562,76.59841174699349,148.54365548299324,105.35975066564035,69.07183470226894,68.60071430536938,-17.771203145590434,51.365301076424714,121.17151479741112,32.31279834199799
2024052912,2025,3,108.48154649105095,47.16396432799785,38.322475662004486,86.86499940202208,90.93722276742947,119.54651476215945,94.89905631605353,94.27983986876387,176.7848494208448,94.9401842767664,69.75603264588172,67.73156339726009,-22.99510650104861,123.61873812756684,176.16563297355515,42.54741176637542
2024052918,2025,3,105.70366691030024,53.328000043211865,38.64963847443765,92.63322420991192,100.65408870627635,129.11982002855106,93.45847841645951,109.07630213984277,185.7636261359135,92.78771651379299,78.33311980585366,66.66304793056756,-13.726028392650719,137.1406845249155,201.38144985929677,52.20845122262824
2024053000,2025,3,78.97690711275354,53.97165359377328,38.171846449242,58.461251992121774,96.90336970722191,151.31471438234962,70.23551201971816,94.06212570312728,202.72088352363386,64.44963005292799,80.87727621497947,79.47148425097578,13.166592930261743,189.75683209744977,226.54749720704297,95.89913041302727
2024053006,2025,3,55.28656106285545,33.54915114870924,33.79304564001916,29.580051613770237,48.29296823933223,79.62119389931136,51.34659530157524,51.49748738513312,150.3680760260285,46.07552685986448,39.386834075610224,59.613595706377225,12.055635725872953,98.33411052487337,150.51896810958638,52.92490292212297
2024053012,2025,3,98.90039272685416,37.16844210619932,33.94751253973101,84.07980664565977,60.33997792300053,72.52975080972996,90.91424171745726,62.84799009499646,139.38671658723536,91.50561257131812,44.92949243866303,56.480724071497434,-27.784438080923834,48.78992208707072,111.32046496477457,9.904603938842342
2024053018,2025,3,113.91199923516675,51.85619965384437,34.20943467402502,88.12169384365193,73.5576102437933,79.81008772286046,106.65984464891729,86.20213801163298,153.05145725026364,105.23026773807727,67.86411715428174,61.471712676030066,-27.846364907297357,65.24600412300184,132.59375061297936,24.105562092234535
2024053100,2025,3,68.21919199422277,40.25639616255984,30.456176837548284,40.1742712782762,70.92553853954396,108.30525364944941,61.49982268210924,70.5054529812474,167.310403622071,53.93555231240872,56.01361821969709,61.17512106670916,2.493381005885354,139.05652091071718,176.31603392120917,63.25318697399753
2024053106,2025,3,104.961492520277,45.99679458260124,36.32879729181056,75.99387910720738,82.16978990211503,112.93990781390217,93.88158102553346,84.30751845858147,168.7048461647837,90.00398707049904,63.673379938297856,66.52555513154462,-22.635900645865206,119.11581860880982,159.13078359783168,40.194947999343455
