Year,Month,Median,2.5 Percentile,97.5 Percentile
1961.0,1.0,29.1,17.72,43.44
1961.0,2.0,34.86,22.99,48.52
1961.0,3.0,46.97,31.33,63.41
1961.0,4.0,60.25,43.44,75.57
1961.0,5.0,47.48,32.92,64.4
1961.0,6.0,94.36,77.16,111.69
1961.0,7.0,76.44,60.22,92.44
1961.0,8.0,72.03,56.24,87.28
1961.0,9.0,142.32,122.88,159.92
1961.0,10.0,83.67,65.28,101.44
1961.0,11.0,59.8,43.39,75.22
1961.0,12.0,53.65,38.29,70.58
1962.0,1.0,86.58,70.45,101.94
1962.0,2.0,63.09,46.42,79.84
1962.0,3.0,37.41,22.26,52.81
1962.0,4.0,50.1,35.54,63.44
1962.0,5.0,63.52,48.0,77.96
1962.0,6.0,59.08,43.43,75.09
1962.0,7.0,58.76,43.39,74.28
1962.0,8.0,69.6,54.05,85.5
1962.0,9.0,74.86,57.81,92.24
1962.0,10.0,70.83,52.59,90.11
1962.0,11.0,31.99,18.98,46.46
1962.0,12.0,59.92,43.69,76.51
1963.0,1.0,48.12,33.02,63.32
1963.0,2.0,37.52,24.23,51.57
1963.0,3.0,74.95,56.31,92.35
1963.0,4.0,45.86,31.2,61.76
1963.0,5.0,74.94,57.93,91.73
1963.0,6.0,45.13,30.41,60.93
1963.0,7.0,72.04,56.31,88.66
1963.0,8.0,83.76,68.65,99.43
1963.0,9.0,62.75,47.02,78.76
1963.0,10.0,49.61,33.92,66.85
1963.0,11.0,55.18,39.68,71.34
1963.0,12.0,47.87,32.38,65.49
1964.0,1.0,40.27,25.98,54.83
1964.0,2.0,26.01,14.94,38.96
1964.0,3.0,29.6,15.57,46.05
1964.0,4.0,73.81,57.69,90.92
1964.0,5.0,68.3,52.3,84.64
1964.0,6.0,44.83,29.38,61.16
1964.0,7.0,80.58,64.26,96.97
1964.0,8.0,88.02,71.65,103.16
1964.0,9.0,89.87,71.7,107.51
1964.0,10.0,50.21,35.56,69.62
1964.0,11.0,66.83,50.26,84.61
1964.0,12.0,57.95,42.29,73.16
