Year,Month,Median,2.5 Percentile,97.5 Percentile
1961.0,1.0,37.8,29.9,45.7
1961.0,2.0,83.2,75.4,91.1
1961.0,3.0,135.8,128.3,144.3
1961.0,4.0,170.6,163.3,177.8
1961.0,5.0,72.7,65.5,80.0
1961.0,6.0,42.0,37.0,46.7
1961.0,7.0,24.7,21.1,29.1
1961.0,8.0,29.2,25.6,32.5
1961.0,9.0,31.8,27.5,36.5
1961.0,10.0,40.3,35.3,46.1
1961.0,11.0,68.5,62.2,74.9
1961.0,12.0,57.7,50.9,65.3
1962.0,1.0,93.3,85.7,101.3
1962.0,2.0,56.6,49.0,64.6
1962.0,3.0,92.8,85.3,100.7
1962.0,4.0,56.2,48.9,63.3
1962.0,5.0,39.1,32.2,46.1
1962.0,6.0,27.1,22.4,32.1
1962.0,7.0,23.4,19.6,27.5
1962.0,8.0,18.7,15.2,22.1
1962.0,9.0,33.0,28.9,37.5
1962.0,10.0,53.9,48.6,59.6
1962.0,11.0,64.8,58.5,70.9
1962.0,12.0,43.0,36.4,50.9
1963.0,1.0,38.9,30.8,47.2
1963.0,2.0,31.5,24.3,39.5
1963.0,3.0,135.7,128.2,143.7
1963.0,4.0,86.2,79.2,93.4
1963.0,5.0,47.7,40.0,54.4
1963.0,6.0,28.5,23.5,33.2
1963.0,7.0,23.3,19.7,27.3
1963.0,8.0,19.2,16.1,22.5
1963.0,9.0,13.9,10.3,18.7
1963.0,10.0,20.0,15.6,25.8
1963.0,11.0,63.3,57.2,69.6
1963.0,12.0,32.6,25.9,39.9
1964.0,1.0,85.9,78.1,94.0
1964.0,2.0,36.0,28.7,43.9
1964.0,3.0,154.1,146.5,162.1
1964.0,4.0,148.8,141.9,155.8
1964.0,5.0,60.9,53.9,68.0
1964.0,6.0,31.3,26.5,36.2
1964.0,7.0,22.9,19.4,27.1
1964.0,8.0,38.3,34.4,41.7
1964.0,9.0,24.8,20.5,29.1
1964.0,10.0,29.8,24.9,35.5
1964.0,11.0,31.9,26.1,38.1
1964.0,12.0,84.9,78.3,93.0
1965.0,1.0,128.8,120.9,137.3
1965.0,2.0,96.9,89.3,104.6
1965.0,3.0,121.4,113.5,129.6
1965.0,4.0,105.0,97.9,112.2
1965.0,5.0,47.2,39.9,54.2
1965.0,6.0,29.5,24.6,34.2
1965.0,7.0,21.4,17.9,25.8
1965.0,8.0,24.0,20.2,27.7
1965.0,9.0,30.9,26.6,35.5
1965.0,10.0,85.3,79.9,90.9
1965.0,11.0,70.3,64.0,76.8
1965.0,12.0,95.8,89.4,103.3
1966.0,1.0,66.3,58.6,74.6
1966.0,2.0,72.4,64.9,80.1
1966.0,3.0,92.2,84.8,100.1
1966.0,4.0,78.4,71.2,85.3
1966.0,5.0,80.2,72.8,87.1
1966.0,6.0,35.9,31.0,40.8
1966.0,7.0,37.7,33.9,41.8
1966.0,8.0,29.9,26.1,33.2
1966.0,9.0,28.4,24.1,32.9
1966.0,10.0,36.2,31.1,42.0
1966.0,11.0,121.7,115.5,128.0
1966.0,12.0,156.2,150.0,164.0
1967.0,1.0,69.8,61.7,78.0
1967.0,2.0,71.5,63.5,79.4
