dayofyear	superior_sst	michigan-huron_sst	erie_sst	ontario_sst
177	278.72999999999996	286.7156976744186	292.8167441860465	289.9493023255814
178	278.92046511627905	286.9652325581395	293.00651162790695	290.19837209302324
179	279.0188372093023	287.1227906976744	293.1513953488372	290.3058139534884
180	279.1323255813953	287.26116279069765	293.3053488372093	290.4439534883721
181	279.25465116279065	287.40441860465114	293.40302325581393	290.54232558139535
182	279.3479069767442	287.585	293.4697674418604	290.67232558139534
183	279.513488372093	287.88290697674415	293.6220930232558	290.88976744186044
184	279.7288372093023	288.24825581395345	293.846511627907	291.16372093023256
185	279.91720930232555	288.6079069767442	294.04232558139535	291.5018604651163
186	280.0876744186046	288.9230232558139	294.283488372093	291.7374418604651
187	280.2902325581395	289.1912790697674	294.52767441860465	291.9458139534883
188	280.40999999999997	289.42418604651164	294.6762790697674	292.1809302325581
189	280.56697674418604	289.67523255813956	294.8455813953488	292.40488372093023
190	280.73860465116275	289.91220930232555	294.91720930232555	292.53860465116276
191	281.01255813953486	290.05686046511624	295.0227906976744	292.62999999999994
192	281.25302325581396	290.2229069767442	295.0837209302325	292.7274418604651
193	281.4388372093023	290.433488372093	295.1739534883721	292.8437209302325
194	281.67465116279067	290.6460465116279	295.29674418604645	292.96627906976744
195	281.94651162790694	290.8441860465116	295.4197674418605	293.15232558139536
196	282.17790697674417	291.0429069767442	295.6158139534884	293.3139534883721
197	282.4448837209302	291.20209302325577	295.7430232558139	293.453488372093
198	282.71162790697673	291.42720930232554	295.8874418604651	293.6453488372093
199	282.90488372093023	291.6340697674419	296.0120930232558	293.77790697674413
200	283.0355813953488	291.798488372093	296.143488372093	293.93930232558137
201	283.2320930232558	291.9101162790697	296.2016279069767	293.9488372093023
202	283.43953488372085	292.03406976744185	296.2388372093023	294.0151162790698
203	283.67	292.151976744186	296.2488372093023	294.15093023255815
204	283.97232558139535	292.26441860465115	296.2902325581395	294.27767441860465
205	284.33930232558134	292.35116279069763	296.35534883720925	294.39720930232556
206	284.6274418604651	292.4363953488372	296.3983720930232	294.4432558139535
207	284.8762790697674	292.56476744186045	296.43046511627904	294.5088372093023
208	285.0795348837209	292.62999999999994	296.42790697674417	294.5983720930233
209	285.27976744186043	292.71081395348835	296.46302325581394	294.60534883720925
210	285.5020930232558	292.82186046511623	296.48418604651164	294.6781395348837
211	285.70488372093024	292.9313953488372	296.53395348837205	294.7430232558139
212	285.9697674418604	293.0456976744186	296.53953488372093	294.8753488372093
213	286.14651162790693	293.1476744186046	296.59232558139536	295.00651162790695
214	286.3304651162791	293.23825581395346	296.6853488372093	295.11465116279066
215	286.57511627906973	293.3405813953488	296.8058139534884	295.1888372093023
216	286.73860465116275	293.39790697674414	296.8816279069767	295.2602325581395
217	286.87651162790695	293.3916279069767	296.8539534883721	295.3337209302325
218	287.07511627906973	293.4079069767442	296.81465116279065	295.3232558139535
219	287.2502325581395	293.44976744186044	296.8072093023256	295.30325581395346
220	287.4532558139535	293.45930232558135	296.776976744186	295.33860465116277
221	287.6048837209302	293.49	296.72953488372093	295.30999999999995
222	287.6927906976744	293.4906976744186	296.6730232558139	295.27488372093023
223	287.7995348837209	293.4541860465116	296.6339534883721	295.18372093023254
224	287.8395348837209	293.4376744186047	296.55325581395346	295.1555813953488
225	287.9613953488372	293.4212790697674	296.5516279069767	295.1639534883721
226	288.0951162790697	293.4381395348837	296.59348837209296	295.17906976744183
227	288.2225581395349	293.4860465116279	296.6111627906976	295.2411627906977
228	288.29372093023255	293.5233720930232	296.65255813953485	295.25511627906974
229	288.2513953488372	293.525	296.63186046511623	295.2483720930232
230	288.15255813953485	293.486976744186	296.58441860465115	295.2037209302325
231	288.1783720930232	293.41046511627906	296.54139534883717	295.09720930232555
232	288.2060465116279	293.3220930232558	296.4113953488372	294.92720930232554
233	288.1693023255814	293.265	296.33976744186043	294.8862790697674
234	288.1423255813953	293.1762790697674	296.2688372093023	294.8113953488372
235	288.2472093023256	293.12616279069766	296.1881395348837	294.71860465116276
236	288.30046511627904	293.0951162790697	296.1274418604651	294.6281395348837
237	288.30279069767437	293.1043023255814	296.0818604651162	294.5906976744186
238	288.36372093023255	293.0891860465116	296.0762790697674	294.60186046511626
239	288.39720930232556	293.07406976744187	296.07441860465116	294.59627906976743
240	288.3139534883721	293.01186046511623	296.0255813953488	294.52255813953485
241	288.2376744186046	292.95988372093024	295.9474418604651	294.40348837209297
242	288.1988372093023	292.8963953488372	295.906511627907	294.3388372093023
243	288.1720930232558	292.8273255813953	295.86651162790696	294.23372093023255
244	288.17431818181814	292.77875	295.795	294.16749999999996
245	288.1290697674418	292.7548837209302	295.75046511627903	294.1890697674418
246	288.1081818181818	292.7132954545454	295.63136363636363	294.0947727272727
247	288.08590909090907	292.65875	295.56477272727267	294.03249999999997
