model	year_month	superior_evaporation	superior_precipitation	superior_runoff	erie_evaporation	erie_precipitation	erie_runoff	ontario_evaporation	ontario_precipitation	ontario_runoff	michigan-huron_evaporation	michigan-huron_precipitation	michigan-huron_runoff	superior_cnbs	erie_cnbs	ontario_cnbs	michigan-huron_cnbs	superior_evaporation_obs	superior_precipitation_obs	superior_runoff_obs	erie_evaporation_obs	erie_precipitation_obs	erie_runoff_obs	ontario_evaporation_obs	ontario_precipitation_obs	ontario_runoff_obs	michigan-huron_evaporation_obs	michigan-huron_precipitation_obs	michigan-huron_runoff_obs	superior_cnbs_obs	michigan-huron_cnbs_obs	erie_cnbs_obs	ontario_cnbs_obs
RF	2013-06	17.525287587247476	71.8318853609839	41.668938681848765	94.64266789225093	89.49730393919414	37.42563949690305	54.74096538924246	86.55655642080885	81.51585808549063	33.143890273690914	79.06108498084636	43.93745243491916	96.46651159460293	32.471583491700315	114.18883288613915	89.9914101696175	-4.6283	85.57	78.9	21.803632	160.42	84.44	28.59155	134.0	178.3	5.688137	78.39	76.9	4870.0	6100.0	2520.0	2380.0
RF	2013-07	13.935417809060603	67.53624464709948	38.82137496542165	93.49382684857399	86.33235882242808	30.86723035369161	55.36941488964942	81.04281859805873	72.67941205108427	31.054720085808146	76.54848861611694	40.975464707396455	91.91680163889947	24.025432789563588	98.00966983008212	86.58407680944218	-2.91	146.85	55.0	81.130575	130.62	71.86	65.96803	70.2	96.9	23.037247	77.47	51.5	5670.0	3080.0	1190.0	820.0
RF	2013-08	14.619029501938154	66.73292619514349	40.92874481149043	89.20586113516651	81.53048478133758	32.82450294350647	52.98853294324635	78.10924679410886	78.19895603439136	30.674537312524976	72.47347156291991	43.06682838967749	92.66099876482704	25.159607077553794	102.82067070394918	84.58885430782789	0.55285	94.39	45.1	101.976997	75.54	26.18	67.29192	82.0	48.8	36.990654	78.2	37.3	3820.0	1830.0	-120.0	230.0
RF	2013-09	23.607773358131933	64.68861241487991	53.119157406141056	66.75769895569505	77.69267764802476	55.39660033490803	43.489753373390926	72.65727903695796	117.84949677246829	31.204263732784213	69.84599862149602	61.839505913416424	91.44341761838734	65.37636304085487	143.06895924317138	97.94622773464309	44.838	79.88	45.1	157.768064	72.15	24.06	90.04531	65.7	52.5	68.814249	64.54	36.7	2050.0	-530.0	-870.0	30.0
RF	2013-10	43.70387323397708	48.60957006254818	51.556739106881764	49.58050597567142	72.48278034922829	80.46803323136419	45.18970067383327	68.75108185582691	158.85068599766942	40.296145330130116	62.71332934248437	74.47754937217836	54.698761308467795	93.7301997405718	176.63083535226738	88.99207617335968	71.362	77.84	47.4	167.509768	104.2	50.14	78.24731	93.6	87.9	79.80995	97.21	46.3	1380.0	830.0	-80.0	600.0
RF	2013-11	50.68305250052326	35.89239493763277	42.67297352997578	28.197540978134317	64.39199411276539	97.76883671807755	45.80755303912635	64.7689378727296	179.50605278399723	41.42517953452645	50.23550009145407	73.20721411834857	23.21370810303642	119.4207985372692	191.6446394704194	73.37581595519748	121.06	86.76	57.7	174.518334	80.31	80.52	113.12147	80.6	166.2	120.540328	105.58	92.0	830.0	3200.0	-10.0	820.0
RF	2013-12	55.09355342337898	31.85493175683842	31.561430678964744	24.865804767003894	55.550004385046265	89.90772274980517	50.374775182102276	56.69933700780847	151.4609367768483	44.1635600447743	43.14471238079237	56.94525331391064	4.651115811399068	114.52630086622976	153.04874241640127	49.558745013870954	133.69	77.68	40.8	74.908727	100.66	122.88	109.57463	78.5	166.1	124.970487	65.82	68.4	500.0	1030.0	1320.0	1180.0
RF	2014-01	54.766773368244344	28.41198359247905	29.061177631454942	23.982658766498457	49.080966572440744	81.69954561123609	50.37839330596126	50.76232234209975	135.44773988289168	44.1202305088326	36.85428938093213	51.48531605556764	1.865636910792995	105.74669996896343	134.6189026761598	42.79483807651935	107.56	58.73	29.7	45.512117	57.92	83.36	108.58265	61.5	160.3	88.839419	70.05	55.5	-500.0	1930.0	1290.0	1120.0
RF	2014-02	51.19032527344729	26.799551827879093	29.999492090574122	22.72563715543076	48.302682077581224	83.46571585274232	47.57041234841269	49.58059010350482	143.12961536087641	41.76415579392889	34.780208916094374	53.75394723944611	5.891293274299679	108.85646795944237	144.8956759455446	45.55670817047262	27.409	45.04	24.4	14.591538	62.08	90.96	45.34598	64.7	107.6	40.01086	32.81	37.3	1530.0	1970.0	1170.0	1020.0
RF	2014-03	49.104031988290444	29.577504393777442	33.29318691486467	22.145351752496136	55.650548918610625	96.0653496057752	45.71125053914899	55.77683651992502	163.34306031353935	39.90028270395299	41.441958664725604	61.03369990199985	13.57537809748441	128.9625012614209	172.95767659810474	61.55580240342655	18.399	44.5	22.8	13.511712	51.41	109.49	41.70867	54.2	145.9	26.196125	46.4	54.7	1580.0	3570.0	1560.0	1210.0
RF	2014-04	37.80975539432533	35.41193974010494	53.079341404041415	20.585416524553214	64.65170261937078	106.63132179495823	38.07888537109655	58.839517887217525	194.53189278832434	31.13391276954571	51.83176346903861	84.70357629950935	51.386634886085865	150.47928879806113	215.81604098779087	106.51302536903853	4.4864	104.1	77.5	-5.098471	104.59	139.05	7.83377	104.8	344.3	-0.454492	108.0	142.6	5430.0	12020.0	2720.0	4530.0
RF	2014-05	26.326630388309436	52.47351721152306	58.393578407171425	52.57172109277465	79.62131607855407	85.67281156682466	40.76335493713441	70.11508641914085	156.1548632803694	29.858981841721054	65.45920207310613	78.26154761957392	83.953343141661	114.41898546090262	186.55419930203882	113.09084467356041	-4.053	86.49	161.0	-2.677382	105.64	94.92	2.68248	86.4	251.1	-6.495345	83.06	141.0	8270.0	9870.0	2110.0	2350.0
RF	2014-06	17.770352123689356	69.07678244901777	42.7679562819725	91.9130472294992	87.70112693933305	39.17251762506881	53.34423386716141	83.67462844219602	84.84072269215143	32.63106301600698	76.7239545233272	45.42777616718564	94.94246983114816	35.90107990683768	116.94139127694835	90.04176014333564	-3.9982	95.06	87.0	26.575189	104.18	43.48	5.48313	90.0	116.7	-7.53804	92.56	70.3	5240.0	7640.0	910.0	1790.0
RF	2014-07	13.609060741701306	68.84282083782703	40.08061599568127	92.38221815751946	84.95791378706589	31.909589083572108	54.57463954116518	80.43321893427625	74.76311330959176	30.511281024857517	75.74038276235035	41.659982428246366	95.87365704888279	25.242878971300573	100.97489724011082	87.38046193400707	-5.8446	93.01	51.2	86.56667	107.31	27.8	43.56626	110.4	74.8	14.505858	83.41	51.1	4400.0	3140.0	290.0	1020.0
RF	2014-08	13.972212826055046	66.54815023076772	43.09415967266834	86.38775341752682	79.9370368472706	37.0579201244438	51.22418332561547	75.76856635750887	84.48390067105043	29.48710762533598	70.68000753056911	45.90605468950115	96.8673733683234	33.55605909369815	112.7124311895983	89.04293789121272	-4.5614	88.94	38.0	92.724269	82.54	28.45	58.30758	74.5	64.9	11.071214	94.57	39.6	3530.0	3990.0	-70.0	720.0
RF	2014-09	20.640271398767702	61.311857577891246	56.723225162461304	52.43966115550209	75.14462433694212	60.60949824669023	36.36999052514681	67.91465441017189	125.78667168814451	24.34740747211891	67.05094978396099	66.44207736070926	96.57107134035311	78.74850964202426	153.88812675128042	106.03998440840009	33.007	101.56	47.8	127.253425	97.7	47.15	71.24047	54.0	53.0	43.439864	112.86	48.9	3350.0	3570.0	160.0	-20.0
RF	2014-10	35.749907721875786	46.039337340334875	55.92642540959987	37.69783676787627	68.69085112729928	87.96584487669637	39.50102416961494	63.8428932007544	169.86041204065054	33.29907253503279	57.65518713271233	79.58933522156686	65.58912070663797	113.29645105443838	192.84037099937672	100.8213022161171	47.455	96.4	61.9	148.188167	83.84	36.04	71.72688	62.1	62.7	57.083642	110.67	71.3	2800.0	3550.0	10.0	230.0
RF	2014-11	46.47421440252896	34.513689220780975	43.44482831766636	23.93797295318886	60.381440453362075	98.57579269123798	42.68025671789192	60.42427448824671	183.58736016900323	37.546659964990425	46.872122341227055	74.15640547731763	29.71419479449555	129.761384356672	199.17160592189106	79.62949974739772	107.18	97.47	46.8	171.837407	85.23	49.72	110.99869	69.6	90.3	107.850956	99.04	78.9	1460.0	2770.0	-410.0	190.0
RF	2014-12	50.78437045470949	29.79554191624841	32.262288258092106	22.61529692890829	52.91410601724428	91.76294850440833	46.709323434970855	54.02398433054384	158.7212944697946	41.127221185604796	39.786594637964775	59.08326633871732	9.72955281578044	120.1268560299048	165.38482829584603	55.471257920627	104.48	54.85	40.8	74.624822	41.71	53.2	76.62988	45.4	124.7	80.341171	50.73	84.9	370.0	3400.0	-140.0	870.0
RF	2015-01	51.84352209112454	27.127785928798524	29.646904602101422	22.706295247433776	48.85258624546959	84.23499699176983	47.87394272705475	50.31676777056438	142.74144077725188	42.012220715065666	35.52717958952076	52.95452482226989	4.920746314365312	110.00066776085173	145.1191511931363	45.5895929547566	112.45	47.18	31.5	42.926525	66.03	59.13	110.73165	53.8	98.7	81.953644	44.18	55.8	-980.0	1030.0	950.0	640.0
RF	2015-02	50.156481071342576	26.338035931136332	31.45493486611993	22.37375920149072	48.229975470081115	84.51716850810317	46.28671183925068	49.30465005636076	146.1190573145078	41.21092660927195	33.623801251607006	55.4500191245362	7.517972329420656	110.20740638912292	148.53122258161852	45.97148458851004	61.81	29.52	24.2	28.060455	36.7	27.69	65.84345	48.4	42.0	54.011401	28.59	32.7	-300.0	1330.0	-740.0	40.0
RF	2015-03	48.47718047480536	28.535984188663893	33.6807932967503	22.09310540380875	52.188091223438946	92.2112140739793	44.99208723486113	53.12882469136825	164.60811132837722	39.510844343717984	37.81528280826061	61.16038969538527	13.652599507418135	122.61730862804873	174.6905951240993	58.90228006815528	21.078	38.68	36.1	10.803074	42.75	100.39	28.98919	30.6	116.1	32.325905	26.92	55.4	1800.0	2630.0	1500.0	910.0
RF	2015-04	37.08260568443435	34.4412770185256	54.044519671806135	20.64702524191224	62.40292803910265	101.20874394424325	37.64907589909396	56.74794296106687	192.5487187937811	30.8746658081001	48.94784035553822	84.29257103957292	52.23069671741635	142.58049820207532	210.75632027608543	104.48007071082276	10.213	54.17	77.8	2.39162	74.01	105.05	6.87162	74.4	246.2	10.76657	63.3	99.9	3750.0	7360.0	1990.0	2660.0
RF	2015-05	25.315422519914364	54.101684614088725	57.47541180453639	57.58147085104606	79.52081359623756	79.35071457288134	41.32622607110855	70.3414078890003	147.90864167696134	30.44781588956504	65.75703758641943	75.01966383689738	85.288359351729	102.91934191400408	177.12097229053654	110.72185366632858	3.796	94.04	94.3	-6.682105	91.18	55.05	2.50874	50.8	120.8	0.226409	85.18	75.3	5560.0	6840.0	1970.0	970.0
RF	2015-06	17.54288447873479	70.59527151270868	42.568876271474316	92.46081224884699	89.58914386445744	39.363555016766824	53.63021249156716	85.96417136547205	84.4878819488312	32.537042685829526	78.18693129831934	45.452819498436256	95.79898722049482	37.62654913714506	118.09009030601756	91.94540813140388	-4.4255	89.84	67.7	12.022336	178.7	133.56	5.36518	176.4	168.9	-3.724261	86.91	64.9	4920.0	6650.0	3410.0	2660.0
RF	2015-07	13.658271311312951	67.6631662299726	39.73762272458199	92.36336498477233	85.00320298098008	31.553172161352748	54.66020100973355	80.26816121800293	73.79616046858867	30.634723997194534	75.72236971814296	41.411513298583486	93.78021708694908	25.08844788392591	100.31121079780556	87.20944114622958	-7.3401	68.05	47.8	54.544503	70.08	80.81	28.73995	44.7	88.8	4.695458	55.71	45.0	3540.0	2530.0	1020.0	870.0
RF	2015-08	14.399702741519398	65.58427173633527	42.45278624125609	86.93875435254263	79.23629485341178	35.578533318621616	51.77225513596312	75.40047752397909	81.56861001608578	29.94548880771375	69.53898290658942	44.3990354030676	94.90625142624735	29.288804784765297	108.28146808313387	86.68824987416704	6.4055	82.25	36.4	117.490234	68.07	21.43	65.79327	88.4	43.9	41.159551	87.81	33.9	2840.0	1750.0	-480.0	230.0
RF	2015-09	21.765271469094863	63.390516508085966	55.25626932606741	60.893149628383085	76.44838122470007	58.5960381887289	40.788497425646526	70.5844376552923	122.54093497737641	27.435329604393008	68.9009340844997	64.62029777365534	94.70548834691299	73.3531554549914	150.03997254381454	102.84035424984661	31.519	63.98	37.4	118.207078	81.36	27.04	71.62195	95.7	51.3	50.720028	79.48	34.1	1920.0	1180.0	-100.0	380.0
RF	2015-10	40.252565936398454	47.50873498258785	53.22325466464252	42.57439481481864	69.04938006630796	82.82836158979053	42.193897339335464	65.52840589239216	163.87257025838102	37.450132555385316	58.862954303410845	76.25218857099586	60.83373349471241	103.09333280648835	183.24052427591798	93.28397598397726	72.753	55.89	33.2	197.965084	58.73	19.81	100.9125	84.0	84.3	88.206669	53.16	30.6	-150.0	-1940.0	-1220.0	140.0
RF	2015-11	47.474692073087915	34.81921500583374	43.79597667353304	25.528460725953956	60.44115322528235	96.78636798314626	43.10219783930606	60.57161128406124	180.95424257675026	38.72726242900809	46.66847073398985	73.80972720549552	29.00364560637157	124.98249322031631	195.71811837322196	77.621758552382	89.993	83.43	57.6	121.569917	54.94	44.41	59.17494	36.3	107.5	83.862413	87.08	57.5	1740.0	2110.0	-100.0	580.0
RF	2015-12	50.02469651690549	28.822335109488968	32.41435660346062	22.679569131615125	52.14889946046028	91.62738405814045	45.839386659870726	53.7009572661807	162.09194377093417	40.72850951409652	37.74561252157419	59.100943984305985	10.131122925733493	120.04112405165787	169.9502947751476	55.308834892833445	101.24	100.98	58.5	74.812516	73.43	63.09	52.74904	62.8	122.5	73.800568	115.71	92.7	2450.0	6910.0	560.0	930.0
RF	2016-01	51.77558643702306	27.23345968914908	29.984141342776674	22.796057994910093	49.90016693144	86.32991263939093	47.66974032804268	51.14205635193102	145.72341783504436	42.02346262689603	35.70661531363621	54.359406600857824	5.154362917210269	113.19296417399894	149.7184458575867	47.136764869416574	88.863	58.49	40.8	71.991079	44.21	82.88	104.53963	53.3	144.1	104.757726	46.91	74.0	430.0	680.0	760.0	1010.0
RF	2016-02	50.36800090488018	26.73251047211502	31.290873749034674	22.32053519348505	49.54491798976217	86.86268675931862	46.48635658514152	50.444358397867695	148.90595176104281	41.2198512054147	34.33236394647549	55.901290132757914	7.6865082497754535	114.08395484809256	152.9741208217942	47.88635398731858	57.995	54.21	30.8	23.529536	70.34	78.3	63.10113	90.8	181.3	47.456328	53.22	69.7	940.0	4070.0	1300.0	2060.0
RF	2016-03	48.323748378099275	28.216654385874772	34.92804155529317	22.283711870440996	51.83671099656158	91.59776384371871	44.34798397198655	53.52273543756655	170.5332479855997	39.40290424961073	36.726560522007055	62.90065569444702	14.776677949461526	121.30451828061943	181.9253387719525	60.19118630667992	40.19	54.51	66.0	14.915581	107.74	127.55	30.28458	71.8	246.1	15.741457	112.59	106.9	2280.0	9420.0	2480.0	2320.0
RF	2016-04	35.11258805518616	34.575925082316004	56.31738976756619	21.633466011432567	64.01424775349788	99.0875208693397	36.89747951079409	57.00413683969968	189.06709137450272	30.010134373694335	49.66498777946423	84.98985594890354	56.29478700071035	139.1774839933249	207.375398927445	105.85248379489055	28.182	43.92	73.9	21.258944	69.68	117.14	34.41716	61.4	209.0	22.15744	66.79	133.6	2690.0	8210.0	1900.0	1730.0
RF	2016-05	24.281049799011377	58.53969987268085	52.36265336624793	76.07215332040127	81.80066404865292	63.73943252719695	47.61238590873009	74.08710416197599	123.82191110333733	33.19693444536267	69.29622860283588	64.23826421065588	86.59067762021837	72.02593379365376	149.6865213522204	99.94063672842704	4.863	59.64	68.2	27.522389	55.87	66.14	19.9597	35.8	116.1	13.462776	43.0	82.3	3460.0	4860.0	1040.0	800.0
RF	2016-06	16.205864365700517	71.32598931165522	40.71815174014415	95.43343684476585	87.07830590770541	34.630231760852254	55.53388618506152	84.32270781897473	78.08051302041365	32.56046204254986	77.63621844814422	42.19031179590627	96.05851148947696	26.45845958940874	107.68532079365244	87.44105835055593	-5.3732	115.4	66.7	58.818612	45.94	28.16	45.59673	44.1	61.5	13.737672	55.57	49.6	6020.0	3980.0	-110.0	450.0
RF	2016-07	13.214878293947045	66.85320488893528	38.73550671992965	92.64067044223444	83.85697006759771	29.646760597617316	55.389951063600336	77.82672469079438	70.85847512610721	30.549516885712755	76.1976560471191	40.67298054954598	92.61840323034775	21.108279390433676	93.47443598529323	85.76194187658685	-5.6364	90.76	51.0	77.03826	67.39	21.96	60.92254	34.5	38.0	23.210329	71.98	39.1	3920.0	2650.0	120.0	-30.0
RF	2016-08	14.562542514251454	66.18825640316278	40.9551289092673	88.05975678036972	79.98724603718102	33.030935051910525	52.81339356991806	75.88754968058934	78.18750986077168	30.214750639085775	71.72208446818648	43.00053721872	92.73126435303672	25.151859127583982	102.25112964961606	84.73218059626407	20.359	94.89	35.7	118.199069	87.93	21.97	67.92132	93.8	39.2	51.61281	94.62	36.3	2860.0	1620.0	-270.0	200.0
RF	2016-09	24.631893750763002	64.9780256604588	52.567010196301496	68.57564418248725	77.34819382579171	52.61691209861614	44.22557767327058	72.82132412920507	114.15835460997718	32.16914256329288	69.35984491874186	60.74692920689487	90.20947710860978	60.39611992909468	138.20659126416456	94.9023597491896	57.975	113.03	37.5	158.854822	102.57	26.57	93.79012	57.2	38.3	82.674126	80.7	35.2	2610.0	-190.0	-280.0	-370.0
RF	2016-10	43.54672362086666	50.956017514291084	51.36629389201964	52.2055701736064	71.8934741621221	75.65202021018895	45.888143516650885	67.92427433842096	153.69941020908303	41.35997827205259	62.986254254717494	72.75446997299447	58.12586381250672	88.77721721771503	172.34111248643126	85.45832153628479	76.327	54.45	41.6	179.193211	80.77	36.12	92.04949	91.3	90.9	83.890014	63.87	45.3	-200.0	-400.0	-700.0	30.0
RF	2016-11	50.706296357351135	37.64885019103862	44.12697717291557	32.1417892224053	65.05594126477192	94.60486517363006	45.77996937671611	64.38920386289833	177.73985842850573	41.958251042969096	52.25057915253816	73.81021825120632	24.83254127465404	114.16450996798693	189.27601802203992	72.80068113356215	74.056	65.25	36.9	148.789812	45.67	31.87	78.15703	55.0	107.5	85.874348	45.99	42.4	1100.0	-370.0	-810.0	310.0
RF	2016-12	57.6130718466919	33.633153072340555	32.44217983384348	26.1647289756528	58.8350478656182	93.4960558311324	52.28242117667644	58.85065675150591	157.63788925370412	45.83958675282096	45.946460284354956	59.87335888738842	5.617624728719777	119.07392028080469	160.36959602262482	52.998451257993906	148.44	76.46	45.5	117.417844	86.02	72.69	120.13972	84.6	136.0	146.822515	73.71	56.4	-240.0	-200.0	520.0	640.0
RF	2017-01	56.86688816168366	30.175128847654758	29.59173785220434	25.286459656972227	52.17379379917634	84.28598793107041	52.45525587105902	53.16426653228585	140.1969066156209	45.95272656899114	40.45173746043254	52.796899149104306	1.8658706735317665	108.75689141041913	137.94058776885836	44.68655006892592	98.75	61.29	35.6	35.410739	98.6	154.68	78.65445	83.3	183.1	77.977691	74.02	69.8	190.0	3360.0	2500.0	1820.0
RF	2017-02	51.92234975494028	27.6561547305513	29.64978286731344	22.95064527833256	49.47347291969698	84.1412646027116	48.249054948205	50.53903874431895	140.5606958728382	42.38152200652358	36.18373768293101	53.01639658183021	4.990881454830049	110.3132866795809	143.96602692650316	46.08320894361639	65.069	65.9	39.4	31.324345	57.29	96.58	60.92332	67.6	154.5	31.714732	57.16	61.4	1480.0	5160.0	1350.0	1530.0
RF	2017-03	48.869295092319376	31.450092424385304	34.614310647182776	22.29149102874899	58.48724199480649	100.79958225423782	45.49295187583044	57.58791459081365	169.31348400551803	39.5301740184764	44.01430077387841	63.79043052240975	16.31619072919716	136.80899897496246	181.68172132022133	67.70784281953543	57.323	41.56	51.0	27.039122	92.77	107.22	59.98108	75.9	215.8	43.585974	77.91	89.9	660.0	5370.0	1790.0	1870.0
RF	2017-04	37.3593199211723	36.54528257514413	54.14813721943892	21.480251512108858	67.54848692871741	108.41418588538197	38.10276685186642	60.483512993780394	193.40568883609063	31.058423207311666	54.73985284294947	85.34684618065239	53.9105363081224	154.1041101014315	216.28719992116578	110.16455207596432	-2.2679	104.09	86.4	1.013598	103.27	140.46	7.38812	124.0	328.8	-0.889127	105.65	142.4	6130.0	11910.0	2520.0	3790.0
RF	2017-05	27.032048733166178	56.176574529201844	54.885932535453904	62.63771173696202	81.99367927619804	76.0651442534394	46.081166399052684	72.94486426040352	141.40373144291507	33.09008359644068	68.54801736162662	71.9108534418466	83.96120664430495	93.60589419246558	170.70141412263763	107.47838124974177	1.4058	92.6	98.5	20.732162	138.48	149.51	18.02865	161.0	333.7	3.010501	82.55	113.5	5560.0	8810.0	3110.0	3600.0
RF	2017-06	17.394264877498195	71.98160948510073	41.41085423450412	95.21076190047977	89.6129448707299	37.39329110483719	55.195643399997806	86.90793695790606	80.85894725166452	33.0128292734802	80.20994999321385	43.749872973395014	95.84639696918622	32.43452555178228	113.90517879256014	90.78918490925041	-5.8246	112.38	63.7	44.979556	87.25	48.31	34.31124	125.2	159.1	2.168447	132.04	72.0	5430.0	8950.0	900.0	2280.0
RF	2017-07	13.610276772840088	66.70593062462149	38.77244445681727	93.22328570735496	85.70386087234323	30.593373283511774	55.32601476715537	80.16335463128951	71.9080394810612	30.918860136892206	76.52963198581722	40.845337594035456	91.56222862186964	23.182416645373394	96.89457239699269	86.32835908662528	-4.8441	71.15	48.1	70.760995	66.52	62.93	54.28893	95.2	108.7	14.606458	93.33	53.6	3320.0	4220.0	1000.0	1660.0
RF	2017-08	14.290754642845705	66.73796725281515	40.65195164026765	89.07668654997939	80.78167821120772	32.63028267789031	53.11042036098387	76.81410066457765	77.63411224924545	30.477904034898902	72.02418753467289	42.648948489789916	93.16516737159338	24.159393730289857	101.3945957738008	84.65830138335123	14.691	134.07	40.0	122.792333	75.59	26.59	83.58841	73.8	56.8	50.143698	83.94	37.8	4390.0	1190.0	460.0	360.0
RF	2017-09	23.30849078130121	64.71438305550039	52.99970939984214	67.34095461131983	76.83079527247685	53.84608604050737	43.72154049929645	71.95654321081598	115.22981599272536	31.046363929631674	68.4737321627879	61.12552544991874	91.64349254814948	61.721840078668734	140.40241689002403	95.2835053413207	36.675	101.28	45.3	126.28999	44.51	17.27	61.62241	47.6	45.2	50.288387	48.79	34.1	3310.0	-150.0	-870.0	80.0
RF	2017-10	43.420679844980626	49.81556066328535	51.49341727221728	49.546317844228966	72.31238869301635	79.51947184715252	45.21815094385646	68.17945559302757	158.15346472631308	40.56709115951857	62.968439701355365	74.50013747487498	57.39568979967246	93.50346380458964	176.33920103038236	89.90731322535345	75.049	133.71	64.5	175.966324	88.7	27.95	82.58012	146.4	76.5	83.014	123.13	61.0	3260.0	3020.0	-570.0	900.0
RF	2017-11	49.980487291473366	36.0226615213908	43.260619344096945	28.147687373079812	64.36318900800102	96.12536951394554	45.40464147943891	63.937573547205666	179.3209233671917	41.16749016496596	50.71510359631464	73.67125231505099	24.11347920817716	119.7165045521127	191.89285976615815	73.84563335626522	120.02	60.81	58.7	146.037724	129.67	129.1	100.02305	83.6	247.8	120.589585	64.57	81.6	-210.0	420.0	1310.0	1680.0
RF	2017-12	53.76377348401368	31.945199668042903	31.8516557545103	24.192546176916103	55.80239597452901	91.77944748349411	49.16560318695059	56.52870985939096	155.82839850234674	43.082104789988094	42.54963682670156	58.31821712129684	6.157108055035845	118.42876452433528	159.21976401125858	52.21884928734005	135.42	95.8	54.8	120.224598	68.41	48.66	128.25552	78.4	124.0	137.97722	64.53	68.0	1520.0	300.0	-20.0	550.0
RF	2018-01	54.178561881729365	29.53825952424021	29.692477134625108	23.709007099709574	51.94511911347037	86.55570181774605	49.83548899298837	52.78858301855942	141.7804598529199	43.674519399047625	40.11073018827507	53.27026721431184	3.4454529778219865	113.62161545736235	143.1105493182212	46.79785075816119	110.1	51.25	35.0	30.446997	54.05	76.94	95.20324	69.6	193.6	73.511699	60.85	61.8	-500.0	2900.0	1050.0	1800.0
RF	2018-02	51.277649487711244	27.57898414675541	29.964952908029865	22.57526593552741	49.83330544738841	85.63559142896577	47.64657798301883	50.909152825901174	144.31404550065378	41.72581747859117	36.30834031104327	54.00388950624138	6.327178848048161	112.87149138029821	147.08662133015972	47.28600377427286	55.499	41.41	27.3	4.783283	90.68	148.6	27.4397	70.7	196.7	29.075397	66.18	67.1	640.0	5290.0	3080.0	2230.0
RF	2018-03	48.971086915851025	30.432081450843288	33.89954145286397	22.011900735083188	57.05039290766283	99.55754690345294	45.6355004669624	56.673008783126825	167.15413846917602	39.58803178751355	42.56844383428999	62.746467341257016	15.189914851443266	134.56516092159066	179.09898095181902	65.13385194977184	46.349	15.82	26.7	30.583137	78.8	123.42	48.36012	49.4	174.8	41.940068	29.06	65.2	-70.0	2090.0	1380.0	1470.0
RF	2018-04	37.96986520465226	36.198862976455935	52.578523257149584	20.55633482364082	67.23381744119666	110.10266802064173	38.36765337368767	62.15079845294624	196.8773630609171	31.0255749574741	54.180803377273406	85.36059546055466	51.42606546435202	157.2026468178202	220.09491299110323	109.4072338944642	38.781	33.85	44.3	15.01374	96.69	145.75	34.39852	110.8	275.4	21.576505	98.28	91.6	930.0	8350.0	2330.0	3130.0
RF	2018-05	26.67110247144658	54.8132746614961	57.131459111699755	57.18154393825895	81.76117792693944	82.85603310589505	41.94936648422592	72.16565007222974	150.37305262325447	31.641462901869275	68.26774828811887	76.3612007187926	85.13470187097721	107.71589915599242	180.03437267766006	112.7998688397197	-1.0883	64.04	83.1	2.498928	104.76	87.39	4.39777	55.2	163.4	-5.889252	97.8	98.4	4590.0	9460.0	2290.0	1580.0
RF	2018-06	17.166372774990936	71.60155142680921	41.56676026682199	94.50892739650462	88.79218861556089	36.818944754142166	54.82701143877456	85.92670427650204	80.6399769737225	32.68780089978688	78.81927350860782	43.55443678049812	96.07225223712119	30.87814101495261	111.99322131458008	89.8770464041508	-3.9614	82.25	66.8	37.322665	90.24	41.01	25.39873	61.5	73.9	2.429323	70.3	54.6	4090.0	5560.0	950.0	920.0
RF	2018-07	13.680340624119047	67.16494954887268	38.86167067838995	93.31771575615593	84.87461026511232	30.531664503466494	55.411705083683486	79.35477434635544	72.12452146039024	30.874302388572517	75.81829041911507	40.87627347381563	91.75224108098105	22.16496760441723	96.17624420649807	85.9849498754664	-6.843	90.47	44.9	94.986965	56.46	24.15	58.40149	56.7	45.4	22.519506	55.9	37.7	4170.0	1320.0	60.0	340.0
RF	2018-08	14.319132790516598	66.48374718556076	41.01077537003306	88.57460903648271	80.50632664040913	32.61040595505469	52.7214757263432	76.86473186588849	77.51965051304848	30.304130328441133	71.44062444960716	42.88661461381528	93.47372287295667	24.67789348650487	101.93522906163871	84.32175016761647	14.81	92.72	35.1	110.029241	94.64	25.3	65.19599	94.6	44.9	45.167319	126.94	34.2	2660.0	3270.0	-150.0	390.0
RF	2018-09	22.370847288926388	64.27826089786996	53.64060312038571	64.64135183648017	77.150342704746	54.503057199852506	42.41596905886058	71.727690180891	117.49615836942544	29.379194898026952	68.71177230896649	62.02266596354341	91.95543090237618	64.76187265652389	142.67982434298193	97.43140733896604	58.06	136.35	41.7	135.759071	83.58	34.53	85.96751	63.4	47.3	71.307435	72.36	39.7	3810.0	-80.0	-610.0	-70.0
RF	2018-10	42.944754124490785	48.13038690761039	52.15829653619437	45.62721546841309	71.20059575160772	79.22723205618024	44.19278640885301	66.45293162832803	160.68406441571142	39.77652525918537	60.90205075677145	75.03243102537806	56.55574518980521	95.4849633558336	176.82563312727657	88.45061051553225	75.439	159.42	90.2	195.758276	99.44	41.47	107.89829	78.8	78.0	92.733292	119.18	73.3	5050.0	3650.0	-1040.0	220.0
RF	2018-11	48.32313368792249	34.73036047528484	43.11334810741515	25.542195519340506	62.14200004631017	96.30348054013936	44.087891441305636	62.523950406607106	179.72800902027484	39.73290924085073	47.9650129352311	73.18659019849514	25.873010835187088	119.76248556788579	191.9719786116651	74.58104917429594	111.14	80.39	55.5	139.600185	117.15	112.99	95.66437	131.6	178.5	100.705132	85.8	73.2	900.0	1510.0	770.0	1500.0
