model	year_month	superior_evaporation	superior_precipitation	superior_runoff	erie_evaporation	erie_precipitation	erie_runoff	ontario_evaporation	ontario_precipitation	ontario_runoff	michigan-huron_evaporation	michigan-huron_precipitation	michigan-huron_runoff	superior_cnbs	erie_cnbs	ontario_cnbs	michigan-huron_cnbs	superior_evaporation_obs	superior_precipitation_obs	superior_runoff_obs	erie_evaporation_obs	erie_precipitation_obs	erie_runoff_obs	ontario_evaporation_obs	ontario_precipitation_obs	ontario_runoff_obs	michigan-huron_evaporation_obs	michigan-huron_precipitation_obs	michigan-huron_runoff_obs	superior_cnbs_obs	michigan-huron_cnbs_obs	erie_cnbs_obs	ontario_cnbs_obs
GP	2022-11	53.1043851838165	35.49447863749931	43.57532325953631	55.29396444457318	47.65236906018019	71.59214134399984	50.943923208822966	43.157507910309945	145.3556416225506	48.68942703017143	40.30221051285402	63.885811059677465	24.84230870407776	62.76921927094686	137.7917363431315	54.65994584172165	95.479	135.73	53.3	137.862865	81.8	36.78	86.58233	86.5	94.1	102.165371	61.27	46.2	4130.0	-250.0	-350.0	600.0
GP	2022-12	49.07773887071049	27.187094488449826	30.359032011141437	24.305739639109373	40.42618554957684	78.30990328375655	48.322958843334604	38.51092656025867	136.55996956732463	42.34022529644561	31.856343745579615	53.08262686810359	7.269826299065384	95.24130407483477	127.2171331329225	40.43574980711986	124.97	79.78	38.0	95.00514	84.19	46.73	114.36519	117.0	160.0	116.352479	69.98	49.8	-460.0	650.0	560.0	1280.0
LR	2012-01	71.69931042198134	32.87067249551782	45.59359625666177	14.761931566620305	18.92278981759482	105.33349756185905	59.73662594944847	35.91764397004387	206.52891044736486	53.91439320744695	22.67634085226908	82.32802021714846	7.016488085181212	107.70861735796899	180.5483858898069	51.15391222628208	122.22	55.21	28.0	46.940187	84.22	137.58	90.93479	91.6	181.6	81.91747	58.01	59.2	-670.0	1780.0	1940.0	1430.0
LR	2012-02	59.21891912814191	22.476892155871706	44.085654966078486	1.1565446884567905	20.378713549633776	104.74248929277482	55.58194879176408	34.22544240123118	196.33382814685152	44.149722030227764	16.764751273082798	77.55988313624066	5.737085648550057	122.87722277671357	176.48874211000418	51.45086049397236	57.98	28.39	22.8	29.852452	33.82	85.34	61.62168	39.6	155.0	46.982035	24.84	49.6	-480.0	1250.0	1020.0	1250.0
LR	2012-03	52.38624259772003	33.003117833963174	48.96153243984565	34.026603765950874	29.933625690464915	105.84216561770577	51.673537668704455	38.98895809813738	200.91388919645152	41.823167679211764	31.381898719810486	83.95653837991068	29.644924362890322	102.06210571219606	186.5758170949332	74.39268709042727	21.551	59.42	57.9	23.876201	71.18	118.54	43.25911	47.6	166.3	22.230859	67.08	87.4	3260.0	7140.0	1470.0	1490.0
LR	2012-04	44.314088533271914	33.20183678777344	58.100504743859744	64.40300349023445	35.06393206010171	92.28472597935637	47.23181696769145	36.59191080895108	189.57653382395648	41.390108240998636	31.849685881788297	86.84259317376024	45.99825576008279	64.75189824391228	180.40293350120936	78.16689275437764	22.885	45.24	62.1	36.17657	28.98	51.55	52.08509	46.4	128.2	38.110865	37.56	72.7	2360.0	2930.0	320.0	940.0
LR	2012-05	33.5255105710616	41.98341425682409	65.37146292323492	105.14006590940909	37.35408019214132	63.852065811293016	47.32637628709199	31.686193466032208	149.8326964491294	38.682266516569214	41.10329694507029	81.06148401731353	73.75764151175301	-2.8117775812904924	134.69906380328104	83.48620803375934	2.6113	84.59	74.1	28.639145	57.08	50.18	18.44232	52.9	137.4	15.983586	44.13	68.0	5300.0	4270.0	660.0	1260.0
LR	2012-06	29.661178254344275	47.86071206134951	64.17808518070608	129.10652683519422	40.2883687695826	40.0982813291447	51.5787511178903	29.49486812117202	112.82782562198395	39.31694904520088	46.74986393522123	71.85594387527715	81.73467320568918	-47.27179055181771	90.12270699603098	78.54357076322566	-4.1878	104.12	81.8	66.503248	64.69	28.29	51.72469	71.3	76.2	14.759991	64.02	48.4	6010.0	4220.0	-30.0	640.0
LR	2012-07	30.279845261047708	50.194967524751355	62.566638930819934	137.24784005958554	44.358140664319166	30.250271853943744	54.21850857977715	32.61033850967036	97.51327175049406	40.342332191865346	50.87606315563556	68.63900773762974	82.21336654844896	-62.25329578384128	74.32135100306083	77.46251837317794	5.0828	65.62	45.6	107.306515	74.56	21.9	75.16045	52.0	39.7	42.60346	58.27	36.1	2480.0	1140.0	-400.0	-80.0
LR	2012-08	34.470633735290804	50.65220284926674	60.90833730183142	136.21543763954	44.68652786636201	26.585734648310215	53.09311978192491	34.432016173822234	97.6653077899505	39.868008097118	51.1699786894694	68.08204713449346	76.13085454996667	-65.45443434310883	78.49256482363381	77.29404116957582	58.178	51.28	33.4	145.654077	79.82	27.32	92.41459	61.4	38.4	88.476523	58.03	34.9	380.0	-1580.0	-380.0	-330.0
LR	2012-09	48.26897394774548	54.06768844193254	56.8249853618305	127.78379413347092	45.517197537789684	48.08247349460802	55.59542837374138	40.973761351263235	124.98122143435968	47.31606112484041	49.95671591729806	72.04160127121878	59.74292591344256	-33.47122657146595	107.82333694253707	72.98927862126075	115.55	53.42	28.1	191.236597	107.69	39.53	99.11827	111.5	62.4	121.142773	56.37	34.0	-1780.0	-3810.0	-480.0	120.0
LR	2012-10	66.13775065659861	42.76252250301754	53.22071694139403	104.74020260711578	40.362748099380845	70.15378683878757	63.09621164820837	47.928366494445484	165.79808802083596	59.70541472141896	40.85718116561978	75.9685291975111	30.51668486611853	5.511980162319311	149.2886639498601	57.739833234845634	84.719	95.07	36.3	187.28589	146.85	61.43	74.35749	99.0	83.1	116.043591	104.54	56.6	1430.0	160.0	150.0	460.0
LR	2012-11	77.01646437308591	28.447124763181108	51.56827186708164	68.1968261607179	33.977978119035576	85.33547077566894	65.53013259036352	46.20476108932848	189.99127380184345	65.63761557042587	29.858497220663246	80.64115013183954	2.3934478752935533	50.17462107791443	169.30976239337224	45.07339336980795	122.45	51.06	40.9	127.33506	31.13	73.63	97.06518	34.8	101.2	101.026664	33.71	58.3	-990.0	-630.0	-140.0	-60.0
LR	2012-12	82.63690395645172	20.381405657005455	50.57808300119751	32.53677700504646	24.58410091884392	92.01732450409871	67.09834987490007	41.45883380054542	204.60202869719546	67.63705414525214	19.578621736134256	83.67661514373196	-11.265501207031555	83.54369301329103	177.8629573401075	34.311180108088344	102.13	43.22	38.0	85.319342	88.24	71.09	90.86923	108.1	142.0	92.235678	68.08	56.8	260.0	2100.0	570.0	1230.0
LR	2013-01	78.83205914148526	16.36045110055843	47.99293538389962	3.904927733222351	13.755402745067286	88.07571240547736	66.64303015157444	31.9553987853606	201.63024823491475	62.24316422779149	10.548276861893527	80.27494740222151	-14.66195762782288	96.86192280059943	166.9760581267852	28.038656840667194	114.07	60.86	31.6	51.008416	68.62	100.88	100.92317	62.3	162.0	96.121194	87.84	55.2	-360.0	2320.0	760.0	1290.0
LR	2013-02	64.92302920367	13.826249102756094	45.362589241401466	-7.014329445743627	10.710300773733834	85.90046847480616	58.97858630359681	25.44920829067572	189.0987436872652	48.822204459595255	7.314861834072431	75.15766240831093	-6.893548653680327	103.84811720352738	155.14693814761196	32.10819374181558	64.49	44.71	24.4	13.030083	67.82	94.89	71.81864	86.8	161.8	45.526188	65.61	60.8	110.0	4010.0	1970.0	1550.0
LR	2013-03	59.03518201259565	19.010999095042628	45.52161517541231	13.91692903518043	19.122159280633753	91.44903094443785	56.14103791549043	33.468540020371826	190.22255560461858	46.30879261964717	17.17767683455711	75.54311791514736	6.459255889906007	97.25232741629043	167.9904496505316	45.79560566233284	50.481	50.68	22.5	26.512244	46.61	96.74	44.42215	32.4	180.2	42.093333	48.6	67.5	850.0	3830.0	810.0	1270.0
LR	2013-04	44.76491310107136	34.866327813362794	55.92611360856718	54.04317848517846	31.167060791939292	95.20361559623618	48.202352350841466	36.842456440841005	191.15423250662252	40.45832240240643	31.795580622929492	85.52069549136272	45.14240720855111	72.3036222650187	180.1155108830181	76.75170726504604	18.341	106.08	50.1	7.101865	101.88	151.61	26.80652	93.7	240.1	5.507182	140.66	156.3	4010.0	13910.0	2750.0	2550.0
LR	2013-05	34.51012045864957	41.62369809840381	65.16731727963969	101.83196544443567	37.893639814771724	69.34716108587097	47.427171543165784	32.72528675541986	156.27219549870426	38.77733450428862	41.344490768616936	84.1123713135988	72.27283459809217	4.182253999251728	143.06362644470863	86.47272273045084	-1.4767	111.23	150.3	33.368002	70.43	58.63	31.44098	66.2	143.1	2.547868	83.87	126.9	8740.0	9040.0	800.0	1240.0
LR	2013-06	30.110257167663153	50.26412780403101	65.59214073024442	130.41448834844084	42.50807167674602	52.39438988882297	50.05342542615687	31.105873624737043	124.77572526616657	38.61037085198941	51.12678852821576	76.31026294578558	85.94103195585078	-36.82034279201886	105.08443886122922	88.48268991575833	-4.6283	85.57	78.9	21.803632	160.42	84.44	28.59155	134.0	178.3	5.688137	78.39	76.9	4870.0	6100.0	2520.0	2380.0
LR	2013-07	29.163839879695505	49.131279389918795	63.433496487385156	134.41391654713934	42.724735241083	31.797587228164332	53.25081287913027	29.838971421295582	98.76842314962882	39.76885678152474	50.16084638445066	69.30954651167784	83.68000412435589	-60.15179225168633	75.06082677556896	79.42915081636139	-2.91	146.85	55.0	81.130575	130.62	71.86	65.96803	70.2	96.9	23.037247	77.47	51.5	5670.0	3080.0	1190.0	820.0
LR	2013-08	32.463362372525104	52.53519169226949	61.79029878324672	135.52350540420912	44.21959707231119	29.939203038525836	52.219564669246324	32.84166724019397	99.40589928270678	39.096642085675605	51.16898474337069	69.06035188631427	81.45880623758302	-61.05111316041855	78.86360181595856	80.60609274202668	0.55285	94.39	45.1	101.976997	75.54	26.18	67.29192	82.0	48.8	36.990654	78.2	37.3	3820.0	1830.0	-120.0	230.0
LR	2013-09	44.96711103297936	56.482040848692364	59.55373368076472	129.46007640272595	45.243369498670546	51.16447152270247	54.884333735049026	38.33976723955135	127.29295023963806	45.56531319432578	50.287383117892865	73.82497147699905	70.97653081308952	-34.198769620539366	110.15712447400736	78.50976919532752	44.838	79.88	45.1	157.768064	72.15	24.06	90.04531	65.7	52.5	68.814249	64.54	36.7	2050.0	-530.0	-870.0	30.0
LR	2013-10	62.66789011919495	42.56852442692581	55.02770145519057	106.85850755299109	40.71181734890187	70.52937808520093	61.84716130958828	48.00724621342766	165.40186642108674	57.94152820953211	43.30049645956812	77.92216208385346	35.464332421682215	5.161481783644671	151.10655538240943	62.755499844406174	71.362	77.84	47.4	167.509768	104.2	50.14	78.24731	93.6	87.9	79.80995	97.21	46.3	1380.0	830.0	-80.0	600.0
LR	2013-11	75.96037826357737	29.954652284271333	52.3062983929656	70.65166009973657	35.91933576093457	89.15228308965223	65.8072472821481	48.166301740878325	194.525020483217	65.6968730401666	32.90841717116355	82.48272526949364	6.180534626199517	54.81034361162262	176.3200477723737	49.233853832453086	121.06	86.76	57.7	174.518334	80.31	80.52	113.12147	80.6	166.2	120.540328	105.58	92.0	830.0	3200.0	-10.0	820.0
LR	2013-12	81.97681172970078	23.05782711453868	51.8754375025958	32.83710022239423	24.27453693208507	94.22711679921736	67.9175453417134	40.873210291690455	208.7358341547729	68.72702855911163	20.793384672605093	85.9911665420096	-7.625818294891509	87.625156219659	181.70423880415137	37.67767458247688	133.69	77.68	40.8	74.908727	100.66	122.88	109.57463	78.5	166.1	124.970487	65.82	68.4	500.0	1030.0	1320.0	1180.0
LR	2014-01	77.52395057791378	16.928215347811115	49.169855962012036	2.67886874270674	12.08797103609173	88.0702099749883	66.40067660739965	30.103169397489633	202.27664523540727	61.70674455473387	10.219035498013174	81.46422182993302	-12.180690738510446	99.14403389391444	166.04527240663975	29.25827710855492	107.56	58.73	29.7	45.512117	57.92	83.36	108.58265	61.5	160.3	88.839419	70.05	55.5	-500.0	1930.0	1290.0	1120.0
LR	2014-02	63.14550319975209	13.892135258201122	45.33463993505677	-7.817519470501978	10.536940830699422	86.91557039573627	58.38147685560671	26.03143988213597	190.8004958799786	47.973232148697015	6.555994627365369	75.96759966455932	-4.1534755463235875	105.83087420446279	156.74092751264098	32.77199729348385	27.409	45.04	24.4	14.591538	62.08	90.96	45.34598	64.7	107.6	40.01086	32.81	37.3	1530.0	1970.0	1170.0	1020.0
LR	2014-03	57.44511964893623	17.689836497503748	44.50049295807963	10.386088699126184	17.492594900913076	94.80282796161156	56.02431555679464	34.04131944274991	193.0491374729727	44.520953723270466	16.13349010449852	75.5585179923668	4.0063124940089345	101.87087979293464	170.87840262687604	46.3866913713519	18.399	44.5	22.8	13.511712	51.41	109.49	41.70867	54.2	145.9	26.196125	46.4	54.7	1580.0	3570.0	1560.0	1210.0
LR	2014-04	43.123289780150955	32.12861772379	53.96163416600513	49.1735802259838	29.071595428857908	96.32866980979975	46.58325404430332	35.62743875921146	192.69310395856996	37.97912353917788	30.632748312291913	84.50736753433685	41.84265973605865	76.58353119173262	181.67263844066684	76.60673488462842	4.4864	104.1	77.5	-5.098471	104.59	139.05	7.83377	104.8	344.3	-0.454492	108.0	142.6	5430.0	12020.0	2720.0	4530.0
LR	2014-05	33.295176430038225	38.607032865668415	65.60056814453972	100.93298256706922	38.8182121685134	76.26263196286924	45.41316268252394	32.77801503357041	165.9473701299122	37.66601698687196	40.05738053716447	85.92139473001019	70.49857496960519	13.726562592527955	153.40743797054182	88.08209734789611	-4.053	86.49	161.0	-2.677382	105.64	94.92	2.68248	86.4	251.1	-6.495345	83.06	141.0	8270.0	9870.0	2110.0	2350.0
LR	2014-06	28.57924692841312	46.75239670911267	66.85440145260858	128.43370561432278	41.47321974888067	57.9345838482771	47.965596692226626	26.868294505606276	130.8592616165763	37.61263184237495	49.52694024006724	79.28452068255002	85.57485619799164	-30.404219043877717	112.11737460354769	91.98854380025136	-3.9982	95.06	87.0	26.575189	104.18	43.48	5.48313	90.0	116.7	-7.53804	92.56	70.3	5240.0	7640.0	910.0	1790.0
LR	2014-07	27.471788055502014	50.74059320563158	65.24192496006467	138.81611122055472	41.92791132762154	41.75441057580186	50.943205267114415	26.373474654168273	109.20460794027744	38.556130745415956	51.20531088388678	72.81602111697657	88.90040091632223	-53.74512611186316	90.17080804278251	87.89035104300366	-5.8446	93.01	51.2	86.56667	107.31	27.8	43.56626	110.4	74.8	14.505858	83.41	51.1	4400.0	3140.0	290.0	1020.0
LR	2014-08	29.917573752939195	54.146783106182355	62.53481405604045	139.44807341701528	44.08421889877396	44.6965787254959	49.63576597058033	27.786518026915573	105.98413011643325	37.309432372246015	54.08943669940369	72.24370877609601	87.39546290195139	-50.10655388800393	92.28289296337904	93.28378702052223	-4.5614	88.94	38.0	92.724269	82.54	28.45	58.30758	74.5	64.9	11.071214	94.57	39.6	3530.0	3990.0	-70.0	720.0
LR	2014-09	37.08872002507208	58.99648614724623	60.64276838523327	130.27504365115215	46.29160854657741	67.0203767082802	49.735498308169184	34.59923446656059	133.11557139887904	39.6301933329903	52.93646458040166	77.38238027389102	81.42473749055208	-15.697201623150132	123.88286602009708	93.71359113536224	33.007	101.56	47.8	127.253425	97.7	47.15	71.24047	54.0	53.0	43.439864	112.86	48.9	3350.0	3570.0	160.0	-20.0
LR	2014-10	47.58463435918186	48.157361826340335	57.3514094332863	105.71356719775231	43.06259415667512	84.83478171012473	53.610938189663315	41.8706389778407	173.10668610540705	46.689067711484256	43.44881693056951	83.2986710801132	57.34468770287631	24.28567878348171	164.55123501941173	79.78421907134032	47.455	96.4	61.9	148.188167	83.84	36.04	71.72688	62.1	62.7	57.083642	110.67	71.3	2800.0	3550.0	10.0	230.0
LR	2014-11	61.219436637943346	30.890378860847562	54.17030116257489	70.07057416217825	38.85770812349752	99.0761062153947	57.63610728479792	43.784500556327515	196.62153218091282	54.95115773572638	32.92551847886348	85.16941341245229	25.121276310427586	66.56845658993997	184.25301908571777	64.71807291648807	107.18	97.47	46.8	171.837407	85.23	49.72	110.99869	69.6	90.3	107.850956	99.04	78.9	1460.0	2770.0	-410.0	190.0
LR	2014-12	70.73334196719617	21.701510561604184	52.72170506344305	35.50276420882085	29.16394116089307	100.05297867678323	60.849719054114004	39.39274017309411	206.44971686603472	59.36408990945421	19.67766334315769	85.59139858692528	4.927726137553961	95.2493730542198	186.69016241042883	46.97728467599322	104.48	54.85	40.8	74.624822	41.71	53.2	76.62988	45.4	124.7	80.341171	50.73	84.9	370.0	3400.0	-140.0	870.0
LR	2015-01	68.03700387381079	14.472890796771143	48.656234749727645	3.9728505423083718	14.754721332960536	90.19124349860382	60.68743065833615	29.861452295954948	197.92467750413573	53.695319234525655	8.267808616169944	79.17558708773365	-4.735610343533583	101.55790035882089	168.0892574230825	33.16716343169276	112.45	47.18	31.5	42.926525	66.03	59.13	110.73165	53.8	98.7	81.953644	44.18	55.8	-980.0	1030.0	950.0	640.0
LR	2015-02	59.00262004877543	10.16365746883729	45.791534709470184	-7.636729168762763	9.500425573951638	84.07624553305152	55.8438552117908	23.77964766024323	189.2344721066183	44.932330357657804	2.966959147311968	74.77668861255155	-3.7120281705098783	102.21019401005313	155.34100966921363	31.528821094612216	61.81	29.52	24.2	28.060455	36.7	27.69	65.84345	48.4	42.0	54.011401	28.59	32.7	-300.0	1330.0	-740.0	40.0
LR	2015-03	52.98808935919779	16.039832624957093	45.59300292633897	11.432788507678097	16.924762066896953	89.66202148231507	52.33620214496273	31.697642439667533	188.96354160269235	41.607765119442995	11.463402677262089	73.56113900367471	8.348857179778598	95.48727647923775	168.45831149023206	43.47107061186	21.078	38.68	36.1	10.803074	42.75	100.39	28.98919	30.6	116.1	32.325905	26.92	55.4	1800.0	2630.0	1500.0	910.0
LR	2015-04	40.959299225369925	27.947576152717044	55.07034276228364	50.82128899309439	30.75471082716151	92.35523216323092	44.74256383006372	34.68038381921191	190.38384677803262	36.757035491881695	26.728153956784745	83.52656565649599	40.80872527491698	72.27986828604871	180.1740619632522	72.68277647000755	10.213	54.17	77.8	2.39162	74.01	105.05	6.87162	74.4	246.2	10.76657	63.3	99.9	3750.0	7360.0	1990.0	2660.0
LR	2015-05	32.20004864443907	39.9338411318717	66.44413853618728	101.41978128098197	37.471471217005444	73.68089338322785	45.14425335257512	31.575286599700966	163.82987951177114	37.400800042495696	39.24712174119806	86.03371509288245	74.27784941383096	8.752601599495833	151.7734401246817	87.3703958198835	3.796	94.04	94.3	-6.682105	91.18	55.05	2.50874	50.8	120.8	0.226409	85.18	75.3	5560.0	6840.0	1970.0	970.0
LR	2015-06	28.766681086293158	47.066180186362686	67.29822068350023	128.29975766495573	41.292546073314504	60.30036785877929	48.657801053580116	29.082953747014137	134.7118435161162	38.42896321943874	49.91165612056139	80.67915301766291	86.13810272601975	-28.070383879642122	119.75344835279242	93.85947072697292	-4.4255	89.84	67.7	12.022336	178.7	133.56	5.36518	176.4	168.9	-3.724261	86.91	64.9	4920.0	6650.0	3410.0	2660.0
LR	2015-07	27.897474694745313	48.33991803133544	65.71993255489497	134.67729808388646	40.08577775353251	39.35931292933181	51.86074122287364	25.874409427026144	109.45625167735278	39.30525723202063	48.713150407183406	73.65778175590533	86.9777782554683	-55.41960664889488	91.95265583421005	86.22433925857214	-7.3401	68.05	47.8	54.544503	70.08	80.81	28.73995	44.7	88.8	4.695458	55.71	45.0	3540.0	2530.0	1020.0	870.0
LR	2015-08	30.935384435065544	49.84796854061345	64.19555761948654	136.10153189138782	40.23613389113408	37.39103068646538	50.05778620610906	27.125334065270557	106.9772771461361	38.27926742277536	49.29936115359669	72.26478217587365	83.99521317399093	-57.537324987701254	92.60144396637587	86.60292198468181	6.4055	82.25	36.4	117.490234	68.07	21.43	65.79327	88.4	43.9	41.159551	87.81	33.9	2840.0	1750.0	-480.0	230.0
LR	2015-09	40.89813225156108	56.13717241136223	61.60527006763848	129.4545402092092	42.500814167115365	60.59238884732003	51.64431011220789	33.70653628933114	136.06438634940133	42.776051376890315	53.199277657428276	79.41073554596328	77.66520179856215	-22.902981410358564	124.60157791405169	91.52819859454301	31.519	63.98	37.4	118.207078	81.36	27.04	71.62195	95.7	51.3	50.720028	79.48	34.1	1920.0	1180.0	-100.0	380.0
LR	2015-10	55.32986082180592	43.19539522122552	56.34837990434438	102.16773647454502	41.35410997633627	80.70240755726883	55.897571947535916	41.70371768506444	169.49070888752647	52.04910979565646	39.8590519305699	80.34091802945264	43.56641065189466	19.08841611135864	157.79717874467917	69.23646280090279	72.753	55.89	33.2	197.965084	58.73	19.81	100.9125	84.0	84.3	88.206669	53.16	30.6	-150.0	-1940.0	-1220.0	140.0
LR	2015-11	67.52180541053549	28.468021515278984	53.22864514813009	70.55170904840115	36.50656104353794	94.05538939915472	59.00017923293908	44.074948547926695	193.7577848485358	58.70157261410233	31.17887530434853	83.38735040831338	15.125959347413321	60.13793177332099	179.35569164916672	57.665973513128016	89.993	83.43	57.6	121.569917	54.94	44.41	59.17494	36.3	107.5	83.862413	87.08	57.5	1740.0	2110.0	-100.0	580.0
LR	2015-12	72.67937717859486	17.543839285863193	51.960257660097454	40.54864407851832	28.924308675244156	94.89119583651289	59.932524259915816	41.47595427962873	205.22799889519297	60.615573331342034	16.742614001942364	82.66578083633118	-2.4499090085424626	81.4440434337492	185.5579576822712	39.31480931656763	101.24	100.98	58.5	74.812516	73.43	63.09	52.74904	62.8	122.5	73.800568	115.71	92.7	2450.0	6910.0	560.0	930.0
LR	2016-01	70.53141474150303	12.706009167184536	49.65328093090369	14.025822682127814	20.119468431352054	90.49778449342675	60.3525966129782	35.80562752504475	200.38632645615803	56.811205123374286	8.751917748599627	79.73455922519996	-8.366821612490838	97.01212715951658	175.16971403345087	30.750977185479126	88.863	58.49	40.8	71.991079	44.21	82.88	104.53963	53.3	144.1	104.757726	46.91	74.0	430.0	680.0	760.0	1010.0
LR	2016-02	61.848090362297974	9.908959634765466	46.056547781525275	2.1870648683855762	15.160522358406254	85.04280123910245	56.98320104498889	31.05196784499362	189.60864447629137	47.723685480057696	3.729852936726971	74.3447990125621	-5.434244757781926	98.02171821591291	164.9615702503881	29.535005336024483	57.995	54.21	30.8	23.529536	70.34	78.3	63.10113	90.8	181.3	47.456328	53.22	69.7	940.0	4070.0	1300.0	2060.0
LR	2016-03	53.83659591185552	12.695198094311856	47.383148846961866	17.87111203383443	22.126676413181777	85.87092128453412	52.19338470782372	36.85751374188147	188.85678859035528	42.786213873574	10.471763153250954	74.0781804266239	5.0813616537548185	89.57151343213965	175.0130614805486	40.37216909892264	40.19	54.51	66.0	14.915581	107.74	127.55	30.28458	71.8	246.1	15.741457	112.59	106.9	2280.0	9420.0	2480.0	2320.0
LR	2016-04	41.42033651298033	26.397950279247958	55.833859927937894	60.658593722098416	32.24396822685872	83.34985787679923	45.20853781131561	35.69604024147756	180.21334417923225	37.143466442844	27.083745339712806	80.61411352568022	40.19376353016038	55.917119751180394	171.50519465138194	70.16383730840825	28.182	43.92	73.9	21.258944	69.68	117.14	34.41716	61.4	209.0	22.15744	66.79	133.6	2690.0	8210.0	1900.0	1730.0
LR	2016-05	32.506003831291466	38.59862179542045	65.27274136549596	103.8688587903436	37.683591850314336	61.85490441900909	46.80506402340686	31.475850611682688	148.916093093251	37.3582410351881	40.18215999166938	80.55454300999622	71.49508690254294	-5.536598103609883	132.32882862756733	83.30684574537912	4.863	59.64	68.2	27.522389	55.87	66.14	19.9597	35.8	116.1	13.462776	43.0	82.3	3460.0	4860.0	1040.0	800.0
LR	2016-06	28.38599688413425	50.72486852808998	65.20340975086904	127.03349077640716	39.1256609008328	42.852308947321845	50.44039280375411	27.764717871090493	114.9474299434466	37.534142917328786	48.43492211401197	74.13142906701259	86.96116085324468	-45.719936834672446	91.87846263237277	84.8400863556124	-5.3732	115.4	66.7	58.818612	45.94	28.16	45.59673	44.1	61.5	13.737672	55.57	49.6	6020.0	3980.0	-110.0	450.0
LR	2016-07	29.036101651407975	51.25480197278033	63.587351103643904	134.8513633886064	40.661946946160256	26.290239157693495	53.612240468683865	29.91154441465914	97.2110198027614	39.41509368458473	50.25030416433974	67.97350880068868	86.07723001572126	-67.76493396410456	73.39273843499315	78.683532072092	-5.6364	90.76	51.0	77.03826	67.39	21.96	60.92254	34.5	38.0	23.210329	71.98	39.1	3920.0	2650.0	120.0	-30.0
LR	2016-08	34.50342990580842	52.504656773916125	61.23994019217047	137.08392526908972	43.23812652446198	27.64363411565366	52.5951037264514	33.40304916088709	99.3334571059014	39.911752379793946	50.33914555276023	68.36415006095194	77.73452537206107	-64.93264988894961	79.61075379411483	77.601925683601	20.359	94.89	35.7	118.199069	87.93	21.97	67.92132	93.8	39.2	51.61281	94.62	36.3	2860.0	1620.0	-270.0	200.0
LR	2016-09	46.97595741006512	56.794105198996554	57.48596940426471	128.72557151684293	43.424159962824426	48.634942387747756	54.85225249891825	38.232972395694084	122.5291860557441	45.99811744517402	51.21536181332806	71.81678406016907	65.89440092453046	-36.443296989201016	103.51496859502738	74.289718205437	57.975	113.03	37.5	158.854822	102.57	26.57	93.79012	57.2	38.3	82.674126	80.7	35.2	2610.0	-190.0	-280.0	-370.0
LR	2016-10	64.48630311991855	44.88797020219051	53.12865426021352	106.39452218479217	39.12163851509513	65.62081145134786	61.88112537300964	44.25589430636532	156.73622326869958	58.516947448989086	40.30254357046053	73.89987039100122	32.933213546081255	-1.936883129799476	136.5282986648134	54.238332665995344	76.327	54.45	41.6	179.193211	80.77	36.12	92.04949	91.3	90.9	83.890014	63.87	45.3	-200.0	-400.0	-700.0	30.0
LR	2016-11	77.47683604708516	30.338592610572967	51.380728217190594	75.50345828062542	34.362413148602535	83.74964377265727	65.63335466665579	46.400288404551446	188.3228183338428	66.52581066230248	32.78247233774286	80.30290781391938	3.1078205355779396	44.18040704606911	168.12502704207435	44.700506502219554	74.056	65.25	36.9	148.789812	45.67	31.87	78.15703	55.0	107.5	85.874348	45.99	42.4	1100.0	-370.0	-810.0	310.0
LR	2016-12	86.94864063383787	22.836411392489236	52.09094223470349	39.225106024599086	24.972640685825343	93.02968417606684	69.46770955050832	42.22921816933543	208.46024664799066	72.78715427737984	22.615334063255446	85.52900012310789	-11.903050153807271	79.06695351646272	181.20191833459393	34.65389681625159	148.44	76.46	45.5	117.417844	86.02	72.69	120.13972	84.6	136.0	146.822515	73.71	56.4	-240.0	-200.0	520.0	640.0
LR	2017-01	82.02416490293088	17.92557967532872	47.922595803376794	7.310879577380035	15.177501635351135	91.01311838010972	67.97983924661133	33.92982591186911	202.46989028454726	64.82342006163465	13.74490207271635	81.58219190230726	-15.31118723713628	99.33714477933384	170.11975363541728	30.056389822887574	98.75	61.29	35.6	35.410739	98.6	154.68	78.65445	83.3	183.1	77.977691	74.02	69.8	190.0	3360.0	2500.0	1820.0
LR	2017-02	67.59886342264815	15.560566821585653	43.79769481912001	-4.822235444296673	10.865291572031033	87.8534552000528	60.745468199647604	28.562027521573693	190.29008302062272	50.89329772843379	9.977854656215417	75.175122487017	-7.88894452588756	102.70395860916094	156.83713224603133	32.693165563654375	65.069	65.9	39.4	31.324345	57.29	96.58	60.92332	67.6	154.5	31.714732	57.16	61.4	1480.0	5160.0	1350.0	1530.0
LR	2017-03	61.85578873447513	20.796752854581474	43.66149796703584	14.60177097761876	19.748398332084445	94.21537580739674	58.38319651566561	36.44809945017006	189.74081384920171	48.03838597070191	20.50180117739086	74.63340947261828	3.052833358704717	98.2905562675146	167.82021454666793	46.28584622741311	57.323	41.56	51.0	27.039122	92.77	107.22	59.98108	75.9	215.8	43.585974	77.91	89.9	660.0	5370.0	1790.0	1870.0
