year,month,eri_basin,eri_lake,eri_land,ont_basin,ont_lake,ont_land,mih_basin,mih_lake,mih_land,sup_basin,sup_lake,sup_land
1979,1,28.11978445867512,50.52331809469771,23.048358093527384,36.766886200113056,71.39031485723018,28.464476648510384,41.96041971034306,79.29771409969419,22.47192055006613,51.40409303012927,106.81169524197415,16.383121509900274
1979,2,24.725419158154246,42.40736077411633,20.770883569851296,31.22441874097632,68.65897904858818,22.337270544825856,31.943441675239455,59.22901328836191,17.711793191174063,30.82234438175254,54.09625789085932,16.115779242996762
1979,3,32.23807485899177,-0.3715598510436102,39.507209225169035,36.72511856922433,15.809096215258693,41.66377606267019,29.93719828029774,18.882358629123413,35.67813093779037,35.23319855147628,31.075612501242727,37.85850552247071
1979,4,47.96780064287454,3.2641529043202984,57.95205648188827,56.857817641152515,8.634789342382135,68.30803133935383,36.662873606680456,9.028745418473925,51.05629116526803,30.248636090717557,12.489237232170616,41.468041750897605
1979,5,90.49130693330868,0.7090216073838351,110.57130540441332,86.07127408934466,4.152079556781979,105.53154414106481,57.49789530545027,-4.817536896133402,89.9862734134957,31.77738482064576,-4.519336962650775,54.71990299537627
1979,6,113.94021745325607,5.860301947681316,138.15742161083108,115.00443391134571,22.290228251147877,137.05836731002134,79.2728457534209,-7.960117561894846,124.73519978336685,48.99240745841924,-16.954732939462012,90.67832811557187
1979,7,121.44437213395274,15.98135627168771,145.0329916193671,110.8103674015081,33.79426874155451,129.14395433565227,89.73764454731688,18.0413321827024,127.09440148490219,59.46074047194816,-8.007273817967612,102.10979662326585
1979,8,99.54786630022846,43.38972633166819,112.18678159406329,88.34291968427891,84.41729203513655,89.33513355216441,72.28364693034321,51.87359313315786,82.90421889889892,56.294660045423875,22.062785552153255,77.93227521887823
1979,9,64.34709376953988,51.60932119494408,67.33153660438614,68.74734526796125,88.51750917022704,64.13087838652264,52.91998539346364,65.12428710245491,46.525270833697974,49.277809038705286,39.479970952037846,55.46767355480092
1979,10,46.532155233483124,65.2490968573052,42.42257233745748,54.738493608401576,91.08046033814438,46.114982634209454,44.09727442013852,64.57634385559398,33.40531468516844,42.364190781834616,56.65071581735212,33.32729914505279
1979,11,33.183457072054026,40.88518349258574,31.491986976941657,34.38350869986501,49.953971471610586,30.678998588745685,38.37259392884393,55.465702910637546,29.445899061658526,42.801751609936005,58.17883878467296,33.07507204676761
1979,12,30.086327341994718,46.61591874016304,26.406871503623076,34.200226277499496,63.65113799235272,27.212623644967827,37.69976501473935,60.86405521922263,25.608148823173995,47.451520258279594,72.9390379588953,31.332671587461665
1980,1,31.4891420983288,64.3209065209116,24.190987419615684,38.326274570497105,97.52844467841697,24.2647978064497,41.5310493981635,73.5352150917644,24.834540163042448,50.30861591835169,95.46723500582246,21.758341307569925
1980,2,27.780381401539792,43.77556541096987,24.165935084917415,31.38580778037933,60.031195152323065,24.515829716703703,35.25848514979383,59.883501906721996,22.391315948805662,39.030826993881156,71.44046420042335,18.552220778689122
1980,3,35.398291305059864,16.001955754415018,39.698533208272885,40.074954297281316,28.62207894659976,42.73812796438489,38.94105772922142,39.33239116877077,38.714198807882234,44.15351754334253,52.636254508567035,38.79384857590469
1980,4,51.100558607005574,-3.006799010599199,63.17434644693391,47.734112905767866,1.5393901774728862,58.70743410401023,32.95054559853716,2.4501169695988443,48.83722656323657,30.51731545553943,9.640385504184497,43.71080193830582
1980,5,95.55598179071397,-4.786979501387559,117.99824707126359,88.28619254849656,8.554687586397307,107.24586969521575,64.58737016411945,0.13230746354190567,98.16832290618508,44.24742897409434,-2.0050773669865256,73.48366585531355
1980,6,115.93188056959117,15.010958736076956,138.56968149557366,99.85162481625893,47.06891225077529,112.42348066246913,79.02264613694607,5.774829265741837,117.19123127993632,48.927241154453355,-3.6869207913051842,82.1842154906412
1980,7,110.58637935691661,24.826531445321717,129.83997407803832,101.76817412876503,49.28424887283065,114.27552176993574,81.69696489100636,23.731912186272197,111.8912964269623,60.29803881469307,1.5731669390866705,97.41604871742366
1980,8,93.53948494867903,42.64192460666666,104.993362640784,80.17204985348326,86.30387285140804,78.74949018784089,68.52371339554927,52.24746346451141,76.99339421894483,58.02791743150461,30.73126391546531,75.27957099189442
1980,9,62.419619150537955,60.57556887459047,62.973828391630704,74.5004322462154,120.76248733476906,63.589066160418426,64.17065985579268,74.79565150059231,58.5962788904458,54.91133425343776,52.23800315273403,56.59412212383711
1980,10,43.557100374019775,77.6387428471038,36.081276601386975,54.09425095408568,112.15171405979612,40.32467460831596,50.38752112263842,76.14798474861179,36.94649869381836,52.115877764472614,71.85966073286596,39.62904791282562
1980,11,31.68551474056054,57.46812620087085,25.989265606773586,39.75136504370733,80.11962043047602,30.162235020772965,37.7929257693213,63.90635098054851,24.17038306204288,41.549448634605724,58.78427398165958,30.651760625580554
1980,12,26.288130065761376,50.48285424119767,20.89075217302352,33.60021654522369,75.08804738190317,23.72280850946981,43.63892329699294,81.52374033183676,23.87246595286799,55.91391348816525,104.4281474657344,25.24111480692563
1981,1,22.033527258583437,40.78726097834848,17.816955590464637,27.219090813145385,62.35942850338897,18.86324463109218,34.124008105857804,64.4173406617824,18.298772791504778,45.58131729935918,85.05712989147247,20.615092279746012
1981,2,23.248097949255925,14.494051818444623,25.20141701694246,27.79758944329584,26.420355394438864,28.06658003394449,27.53990537888371,35.895140416581725,23.15146850159048,29.03965979386402,40.125480857089826,22.047629771049166
