year,month,eri_basin,eri_lake,eri_land,ont_basin,ont_lake,ont_land,mih_basin,mih_lake,mih_land,sup_basin,sup_lake,sup_land
1979,1,101.52509708361117,111.08472843173043,99.39997449451472,165.82506238634815,185.09336761514223,161.13782810200226,93.01319043174014,98.97923153113749,90.51536674985677,54.74049188885941,65.88890277242142,47.50851466129979
1979,2,65.21444747734783,63.410141637792314,65.61554778735427,71.97067272457512,70.12236523100502,72.42029453349939,49.538817541606946,55.9464940056935,46.70885969210477,66.34002057924488,72.94713505570608,62.05398358861866
1979,3,114.05427281039475,112.5198543588198,114.39537668708451,89.95299945475078,88.02964877957605,90.42087637067313,134.80813669151203,124.56179016074542,139.17601171650898,138.91326916970638,140.38197704800402,137.960517962317
1979,4,155.06258352876475,166.09745805955083,152.60951182764393,139.55398816485453,149.83797700681797,137.05229097314475,120.65529413073138,127.19740842053372,120.15556488445917,84.2223275221864,82.93737079102556,85.0558793095408
1979,5,129.18790734380752,129.44575348338284,129.13058770084552,107.23516304489245,96.73330928695042,109.78985835404981,103.84837740697992,96.16873441872713,110.21335398461103,119.10556141456024,119.76416195765614,118.67832705986396
1979,6,100.63869085381528,84.77633362426666,104.16492031155094,84.02542391484666,82.30963596672224,84.44280883789106,86.41447472425254,70.98474564003553,95.07399475181381,126.5128153163283,130.25632478376028,124.0843996880938
1979,7,97.1847321537881,87.78872619961949,99.27348053469896,75.95293858067225,79.3836627817217,75.11837591912257,79.70236918185675,70.73906589882917,85.63996012009221,64.78518850776554,56.4424789652848,70.19710649836689
1979,8,100.46927158222411,89.54603173601012,102.89752669981031,107.73095122809671,115.42500661799701,105.85928479033946,56.39675645900654,56.707276865679475,58.249491269732246,44.99593075482535,37.87821760165707,49.613193248434456
1979,9,59.98108756509884,62.94346506756186,59.322545920691816,105.36841278331597,87.02347131448055,109.83102833647565,24.25514279441479,24.22450912788434,26.372201106654245,31.365659045664945,29.286131829278855,32.71464892682992
1979,10,74.88975636313229,80.22205030241597,73.70437819430748,119.36559376424171,138.31709373328874,114.755425960695,94.38884707535388,88.8967277207338,96.36305927494593,119.2888587142958,120.62072252489209,118.42487829152135
1979,11,136.9014709097503,136.67900945348816,136.950924476388,111.11776101364896,103.68750090388464,112.92525625075214,104.0933102119657,104.16217316289024,106.33222632904973,71.7236353143897,65.93859998017068,75.47638933778039
1979,12,103.28589384837217,132.32541665786692,96.83035768262025,109.34270898737805,116.7289024225604,107.5459334698063,83.59985594026955,93.3251579694412,81.31491507952927,66.28299885824714,62.18919495748155,68.93865058239422
1980,1,48.45896309464009,47.71355755504836,48.62466803581815,53.64554372986803,55.78077404291639,53.12612468343635,73.00548041486189,70.03558168121839,72.92911119718315,92.68678670360144,103.4267209235656,85.71978840083949
1980,2,54.857289024180965,54.66571923374666,54.89987532005529,45.48012466108134,44.75768070861436,45.65586736508737,45.54802938254351,50.112326609532,43.531749991049814,35.743770338566016,39.063289698785454,33.59039721029826
1980,3,152.68891588908295,161.5066190382861,150.72872522231575,150.66588291277145,143.3170232772092,152.45357655918403,87.58400979697069,89.29589661147718,91.50081327453216,58.522928074154336,54.00388700149022,61.45443126947533
1980,4,118.09769891651634,127.04806457266228,116.10801714491843,134.564202307903,151.37633648735047,130.47445955247017,114.37578197550418,106.49011425691805,119.87047801608561,77.19079462684383,73.68521653405655,79.46486410645466
1980,5,104.14145105519589,87.10046951270543,107.9296907369957,81.48164193537568,82.22513251901223,81.30077939908465,70.22224881841284,65.97061765850464,73.67648796095563,51.37116249244215,48.31583086825278,53.35315696318416
1980,6,126.51690943377373,111.03630240791301,129.958275160712,114.16149096308638,102.68816803687903,116.95250719085121,88.53565551688281,86.00674293973907,91.42188367906469,47.71753545863359,47.29946297449524,47.98873919487334
1980,7,84.3978056762058,75.19606187883095,86.4433692435422,57.504253525208426,57.552624537907796,57.49248672649931,26.39969554532122,27.51609876459612,29.107917187194033,34.844866827676846,33.13861272040007,35.95171433958996
1980,8,69.67246277389418,68.21967707036602,69.9954195494493,57.17990797406662,34.94362418264891,62.58913678303443,43.238226741788594,41.371042440550816,45.85748421254739,49.601742906934554,41.52537627374341,54.840884178519865
1980,9,47.367232766541555,40.97097704178972,48.78913148117998,60.29271498489872,63.41221345380306,59.53386152063233,69.72801930530497,66.59182683312736,69.65142472806983,103.54817712934319,98.33287564443967,106.93134464690324
1980,10,61.58206294466519,75.28418805795984,58.536056824082166,93.09559331267364,100.96889403839991,91.18032340935902,61.11607305603947,57.26787281868622,63.97801560843569,73.31709453590473,65.96442031099778,78.0867763418198
1980,11,43.34996380852871,46.015334988366114,42.757447183532136,88.04261566749612,89.6845415918354,87.64319852138311,58.358487790314605,58.49437530566404,57.1807141849623,62.88884498877693,62.507131384469766,63.13646270960111
1980,12,79.62768499363128,80.90415855956724,79.34392271132437,87.94376493400335,87.87109779112903,87.96144204257006,98.64020821678731,103.53013274854771,94.5713716452455,61.823550728295395,66.81003805394411,58.58881501921073
1981,1,46.60228628098953,53.37168893389532,45.097436358590606,44.4086726270316,41.29758973727909,45.16547890600305,41.29533073077049,45.53224632842509,39.585981226520474,37.20945300731595,39.82879267662912,35.51028663844386
1981,2,100.9071731099903,111.53459609249622,98.54467859303911,147.26717028778484,170.69900749306993,141.56710952013128,101.09194237082691,98.94157286433978,102.73178050511763,94.86172603336377,97.92421162630328,92.87509078111235
1981,3,53.39768281404211,48.49978075759562,54.486494915712164,59.22678691979446,58.99702238147675,59.28267975564804,50.1273310027814,44.94437311197413,52.798820965048,65.37243024996921,57.70341031921096,70.34732560287746
