date,superior,michigan-huron,erie,ontario
1979-01-01,91.59674496636758,50.64191999765091,10.38065637494385,18.556708081738535
1979-02-01,126.15831611826997,116.96130916435538,46.63360947921305,30.023312790243054
1979-03-01,151.45676932455203,115.99492215914918,39.41613088400402,29.435605696071853
1979-04-01,130.16600707447134,72.94035365684553,30.0045108308379,0.12464252515739833
1979-05-01,68.8822892891835,28.288612590694786,11.811335707525979,0.00406317713634743
1979-06-01,25.982087428655323,8.262721124711556,11.78187341368747,0.0
1979-07-01,1.2883195054962056,0.4187775384169033,10.214699030347873,0.0
1979-08-01,0.0,0.0,0.0,0.0
1979-09-01,0.0,0.0,0.0,0.0
1979-10-01,0.0,0.0,0.0,0.0
1979-11-01,4.120853717335898,1.2995099654822002,0.0,0.0008347480173667177
1979-12-01,16.463296690639584,10.823853206781704,4.559885736052031,2.665862376232009
1980-01-01,36.705348192275665,10.030048428537228,4.479917118450197,0.2206125840226055
1980-02-01,105.87629507088762,40.077193330658574,14.665552036545252,13.017698844435087
1980-03-01,2.4803538067384,1.7955358040893428,2.9222791904763685,2.9034665183115647
1980-04-01,110.71486801718315,47.951426678305104,15.081151444036978,1.7298471978646832
1980-05-01,1.4581928617395046,0.06685710003556351,0.0,0.0
1980-06-01,0.0,0.0,0.0,0.0
1980-07-01,0.0,0.0,0.0,0.0
1980-08-01,0.0,0.0,0.0,0.0
1980-09-01,0.0,0.0,0.0,0.0
1980-10-01,0.0,0.0,0.0,0.0
1980-11-01,0.7464265994700997,0.512646074072733,0.5580385186184591,0.12089510996579822
1980-12-01,12.753242878077602,12.559609315673935,6.107156365074078,2.9101306628365284
1981-01-01,54.30393839258043,42.95004940712146,19.13536509032063,16.26714627707474
1981-02-01,106.63903733119697,57.38246819930903,34.236132431506476,22.768497159351156
1981-03-01,2.789531495630461,1.0594777619854385,0.0016080386589557587,1.264452530155874
1981-04-01,52.63885805232901,39.181289144696535,18.758158240366793,0.4670156680607078
1981-05-01,3.4866608566630477,1.2718864644927887,0.1776738770663539,0.0
1981-06-01,0.007303247810549147,0.0,0.0,0.0
1981-07-01,0.0,0.0,0.0,0.0
1981-08-01,0.0,0.0,0.0,0.0
1981-09-01,0.0,0.0,0.0,0.0
1981-10-01,0.019496179864835338,0.004635649625121799,0.0,0.0
1981-11-01,0.324915430248247,0.3258922112840052,0.06116558773386221,0.0
1981-12-01,14.45042591838946,4.43872567885637,0.4790380580280422,0.8998796324539599
1982-01-01,64.58098099055766,34.88549660598381,17.872730595595623,17.56952889172733
1982-02-01,118.85091157771511,89.24263256871006,43.18967241063809,55.465515613179946
1982-03-01,125.17110049546663,83.5136827808536,32.18065871101162,35.579319663981785
1982-04-01,72.82973132715755,47.644092970079406,4.256817025073578,3.5257674027385617
1982-05-01,12.243952698514184,19.38126454203869,0.0018971657166644272,7.143689992076504e-09
1982-06-01,0.0,0.0,0.0,0.0
1982-07-01,0.0,0.0,0.0,0.0
1982-08-01,0.0,0.0,0.0,0.0
1982-09-01,0.0,0.0,0.0,0.0
1982-10-01,0.0,0.0,0.0,0.0
1982-11-01,0.003501511985504635,0.0046526424918445315,0.0,0.0
1982-12-01,3.4966187767623707,1.8029617122482087,0.054217130046331996,0.6228965554841247
1983-01-01,28.468975521863456,8.771082504657805,1.5590374392119735,1.7664408461241539
1983-02-01,67.89332055928368,23.70596477092554,10.338175267852993,9.33673311705161
1983-03-01,77.66178644962984,25.95985529477034,1.4405451627883403,1.5329203125036102
1983-04-01,66.31214258853643,22.06787686257756,0.6516039063891451,1.1549977564881968
1983-05-01,1.0793836054933785,3.2471245668773614,0.0,0.0
1983-06-01,0.0,0.0,0.0,0.0
1983-07-01,0.0,0.0,0.0,0.0
1983-08-01,0.0,0.0,0.0,0.0
1983-09-01,0.0,0.0,0.0,0.0
1983-10-01,0.0,0.0,0.0,0.0
1983-11-01,0.00025909755587776045,0.004837466658814701,0.7508855916002998,0.0
1983-12-01,30.50577658033018,9.738176859778601,1.9196383398721237,1.4421515138853247
1984-01-01,78.25457513262641,52.47037737761557,20.62554328402199,27.1919949388379
1984-02-01,62.94269939799826,52.346815411840936,32.491753375243064,40.60902445852818
1984-03-01,51.72761480205641,22.512913043979296,24.658704968135236,23.74043404860586
1984-04-01,58.844994848826786,21.767776383628075,8.376350174086639,9.141878582647163
1984-05-01,11.191363666107478,1.1438774525141637,0.02674601278276537,0.009609192965072273
1984-06-01,0.0,0.0,0.0,0.0
1984-07-01,0.0,0.0,0.0,0.0
1984-08-01,0.0,0.0,0.0,0.0
1984-09-01,0.0,0.0,0.0,0.0
1984-10-01,0.0015258766277927182,0.0,0.0,0.0
1984-11-01,1.6565307445527635,0.026578253992450826,0.0,0.0
1984-12-01,2.525140109126093,1.0817085736071852,0.057865936582098106,0.48997385359921714
1985-01-01,30.082109190395187,13.42129205476074,1.7870062805373155,2.4727133090367235
1985-02-01,69.59431026702408,63.312536970550816,38.43555002525722,49.60390363813876
1985-03-01,85.14000413004615,63.35893683258518,20.142676151720607,16.92282399888313
1985-04-01,15.119152642861248,5.586514590645791,0.0,1.1943189143218746
1985-05-01,0.5773073215629438,9.565885828421677e-06,0.0,0.0
1985-06-01,0.0,0.0015590968809422005,0.0,0.0
1985-07-01,0.0,0.0,0.0,0.0
1985-08-01,0.0,0.0,0.01584250083054715,0.0
1985-09-01,0.0,0.0,0.0,0.0
1985-10-01,0.026334268347065933,0.00010222243723849962,0.0,0.0
1985-11-01,0.004265485870653255,0.009836008120590685,0.05571856741134608,0.012765470713945456
1985-12-01,28.559481045716947,9.62098017066245,0.6862888501089933,5.97477342033213
1986-01-01,58.7894718452443,52.72316602664677,21.15648206494352,30.924466820866623
1986-02-01,38.55805911843589,21.023163499172234,8.241155939854348,16.127986132670404
1986-03-01,49.508771155545,28.728703489578642,14.542836549561656,15.57882285698421
1986-04-01,20.33894382723771,11.391524630510661,0.06799088357365046,1.88118869064182
1986-05-01,0.020668952415498532,0.02876832108629185,5.461436857127856e-08,1.1103574893063644
1986-06-01,0.024036351386792856,0.01430225872622596,5.256480884025944e-08,0.1916887207266674
1986-07-01,0.0,0.0,0.0,0.0
1986-08-01,0.0,0.0,0.0,0.0
1986-09-01,0.0,0.0,0.0,0.0
1986-10-01,0.0,0.0,0.0,0.0
1986-11-01,0.02032881872758598,0.012614395575709458,0.0,0.0
1986-12-01,9.693406777363426,3.218077248303875,0.10816488373748251,0.0012264761158123094
1987-01-01,23.634570533330283,15.295441775587605,3.147523654325835,3.9067993116183195
1987-02-01,34.55054988323669,32.29007476049661,18.065221987510732,34.07296181868671
1987-03-01,40.06315501091727,23.110497384934114,1.7815374428026907,16.800306493325174
1987-04-01,7.177246589435471,3.719402202923172,3.5266580042082514,1.2783107949801567
1987-05-01,0.0099904945087756,0.00026293767219409475,0.0,2.4883261210905726e-09
1987-06-01,0.0,0.0,0.0,0.0
1987-07-01,0.0,0.0,0.0,0.0
